{' !': -0.0001226242, '!': -9.049479, ' @': -12.556361, ' ': -13.919071, '!.': -14.5979395}
{' #': -0.046361037, ' !': -3.0997913, '#': -8.61009, ' ': -10.152914, '!': -11.241491}
{' #': -0.00043283522, ' @': -8.328286, '#': -8.907395, ' ': -10.0309, '  ': -12.537764}
{' #': -0.00068432797, ' @': -7.616746, '#': -9.066825, ' ': -9.690183, '  ': -12.375688}
{' #': -0.000696139, ' $': -7.515289, '#': -9.212408, ' ': -10.426729, '#$': -11.624213}
{' #': -0.0006916062, ' $': -7.5030584, '#': -9.396558, ' ': -10.243354, '#$': -11.730213}
{' $': -0.2696542, ' !': -1.4480448, '$': -7.6097217, '$.': -7.617512, ' ': -9.105303}
{' $': -0.24170959, ' !': -1.5433109, '$': -7.4926133, ' ': -8.790835, '!': -9.203359}
{' $': -0.00150897, '$.': -7.285465, ' ': -8.231653, ' @': -8.365897, '$': -8.893331}
{' $': -0.0018635018, ' @': -7.245943, '$.': -7.978557, ' ': -8.177978, '$': -8.224892}
{' $': -0.0123376325, ' #': -4.494666, '$.': -7.8182974, '$': -8.046906, ' ': -8.449866}
{' $': -0.012180325, ' #': -4.4955406, '$': -7.752727, ' ': -8.5364685, '$.': -8.566793}
{' !': -0.000111657944, '!': -9.242578, ' ': -11.50301, ' @': -12.654329, '!.': -14.376801}
{' !': -0.00012810968, '!': -9.066282, ' ': -11.787126, ' @': -12.432803, '!.': -14.806533}
{' !': -0.0010182201, ' #': -7.0936365, '!': -8.679345, ' ': -11.333092, '!.': -13.403265}
{' !': -0.0012480187, ' #': -6.871557, '!': -8.548599, ' ': -11.416703, '#': -13.271736}
{' !': -0.00022480857, '!': -8.847065, ' $': -9.537195, ' ': -12.016789, '!.': -13.809217}
{' !': -0.0002869914, '!': -8.743647, ' $': -9.068069, ' ': -11.706354, '$': -13.222729}
{' @': -0.016322818, ' !': -4.4506984, '@': -5.480348, ' ': -8.129949, '  ': -11.353319}
{' @': -0.020215306, ' !': -4.0835276, '@': -5.833474, ' ': -8.544528, '\n': -11.996528}
{' @': -0.022981707, ' #': -4.105467, '@': -5.1253834, ' ': -8.339817, '@#': -11.337835}
{' @': -0.026999416, ' #': -3.8152227, '@': -5.456286, ' ': -8.193723, '@#': -11.040868}
{' @': -0.0067193885, '@': -5.3001666, ' $': -6.5121756, ' ': -8.865802, '\n': -10.864962}
{' @': -0.0044040116, '@': -5.6561885, ' $': -7.221546, ' ': -9.13682, '\n': -10.98926}
{' #': -0.005300039, ' !': -5.285543, '#': -8.62069, ' ': -10.314805, '!': -12.998966}
{' #': -0.019582717, ' !': -3.955049, '#': -8.602602, ' ': -10.256621, '!': -11.87147}
{' #': -0.00030535142, '#': -8.944468, ' @': -9.063002, ' ': -9.942423, '  ': -12.594343}
{' #': -0.00038447502, ' @': -8.427527, '#': -9.180343, ' ': -9.859299, '  ': -12.67509}
{' #': -0.0004914521, ' $': -8.065646, '#': -8.999675, ' ': -10.304095, '#$': -11.795012}
{' #': -0.0004268729, ' $': -8.138066, '#': -9.30186, ' ': -10.540435, '#$': -12.004751}
{' $': -0.089159265, ' !': -2.4840186, '$.': -6.7360244, '$': -7.6482325, ' ': -9.551995}
{' $': -0.06677125, ' !': -2.757092, '$': -7.4551067, '$.': -8.422646, ' ': -8.7656975}
{' $': -0.0020606439, '$.': -6.974903, ' @': -7.481299, ' ': -8.308653, '$': -8.755257}
{' $': -0.0019565409, ' @': -7.3824186, '$.': -7.5959616, ' ': -8.058303, '$': -8.099469}
{' $': -0.0064113615, ' #': -5.245562, '$.': -7.4592495, '$': -8.303181, ' ': -8.679374}
{' $': -0.007260371, ' #': -5.089501, '$': -7.7058206, '$.': -8.01834, ' ': -8.593589}
{' @': -0.01830046, ' !': -4.4542575, '@': -5.0609465, ' ': -8.977672, '  ': -11.874068}
{' @': -0.43572402, ' !': -1.0466304, '@': -6.2542753, ' ': -9.1629095, '!': -10.224472}
{' #': -0.0016967892, ' !': -6.6157827, '#': -8.018097, ' ': -10.840147, '  ': -13.750044}
{' #': -0.032735553, ' !': -3.454027, '#': -7.5096197, ' ': -10.584457, '!': -11.768124}
{' $': -0.00894063, '$': -5.1126223, ' !': -5.9079404, ' $\\': -9.845039, ' ': -10.158772}
{' $': -0.21042791, ' !': -1.7090566, '$': -4.773397, ' ': -9.454363, '!': -9.561817}
{' !': -0.0048028105, ' @': -5.428976, '!': -7.9277434, '@': -10.480372, ' ': -11.655318}
{' !': -0.027069777, ' @': -3.6479423, '!': -7.6377907, '@': -8.751523, ' ': -11.13806}
{' #': -0.008507838, ' @': -4.822118, '#': -8.03809, '@': -9.921195, ' ': -10.505529}
{' #': -0.02310961, ' @': -3.7986126, '#': -8.385751, '@': -8.884151, ' ': -10.021757}
{' $': -0.075342886, ' @': -2.6692095, '$': -6.073794, '@': -7.384248, ' $\\': -9.167533}
{' $': -0.053282063, ' @': -3.0178833, '$': -6.1266265, '@': -7.8128676, ' $\\': -9.087027}
{' !': -0.0249607, ' #': -3.7171047, '!': -8.079703, '#': -11.084529, ' ': -11.212919}
{' !': -0.12392833, ' #': -2.1524432, '!': -8.178316, '#': -9.856775, ' ': -11.116187}
{' @': -0.16858515, ' #': -1.912043, '@': -4.9865437, ' ': -8.39529, '@#': -9.012354}
{' @': -0.4439406, ' #': -1.0391974, '@': -5.505899, ' ': -8.117284, '@#': -8.764834}
{' $': -0.15831734, ' #': -1.9317148, '$': -6.7137866, '#$': -9.522694, ' $(': -9.784856}
{' $': -0.48037854, ' #': -0.9677327, '$': -6.814137, '#$': -9.103114, ' $(': -9.503574}
{' !': -0.006316705, ' $': -5.211786, '!': -7.182278, '!.': -10.221542, ' ': -11.143734}
{' !': -0.066602975, ' $': -2.7563822, '!': -7.3083987, '$': -8.698, ' ': -10.434721}
{' @': -0.029420776, ' $': -3.6335144, '@': -6.231697, ' ': -8.166582, ' $$': -9.899449}
{' @': -0.04326709, ' $': -3.219878, '@': -6.3733597, ' ': -8.057715, ' $$': -9.496993}
{' #': -0.0044628624, ' $': -5.4672217, '#': -9.328849, ' ': -9.889762, '#$': -9.906895}
{' #': -0.037993025, ' $': -3.2999082, ' ': -9.128056, '#': -9.375931, '#$': -9.484989}
{' @': -0.10754948, ' !': -2.3431776, '@': -5.163646, ' ': -8.685491, '!': -11.318517}
{' !': -0.310338, ' @': -1.3253145, '@': -6.988297, ' ': -9.493398, '!': -9.546595}
{' #': -0.009879552, ' !': -4.669681, '#': -7.790362, ' ': -10.382539, '!': -13.129188}
{' #': -0.11010884, ' !': -2.2658935, '#': -7.6691127, ' ': -10.375201, '!': -10.756879}
{' $': -0.012224974, ' !': -5.1156716, '$': -5.1231523, ' ': -9.75188, ' $\\': -9.959359}
{' $': -0.32663384, ' !': -1.3098625, '$': -4.768149, '!': -9.2361355, ' ': -9.277269}
{' !': -0.016033385, ' @': -4.171488, '!': -7.8824544, '@': -9.437702, ' ': -11.29537}
{' !': -0.074911416, ' @': -2.6388266, '!': -7.9469013, '@': -7.998814, ' ': -10.488033}
{' #': -0.03771458, ' @': -3.3178923, '#': -7.738037, '@': -8.347458, ' ': -9.717255}
{' #': -0.09680316, ' @': -2.3952591, '@': -7.289525, '#': -8.162559, ' ': -9.325383}
{' $': -0.250694, ' @': -1.5242153, '$': -6.212785, '@': -6.4605303, ' ': -8.980226}
{' $': -0.43102878, ' @': -1.0650945, '@': -5.787993, '$': -6.2455497, ' ': -8.726822}
{' !': -0.04019445, ' #': -3.2446907, '!': -7.9133096, '#': -10.774334, ' ': -10.862704}
{' !': -0.12287357, ' #': -2.1596358, '!': -8.540081, '#': -10.20542, ' ': -10.964576}
{' @': -0.33116463, ' #': -1.28601, '@': -5.312791, ' ': -8.1146755, '#': -9.088369}
{' #': -0.5529416, ' @': -0.8653902, '@': -5.7649016, ' ': -7.988354, '#': -8.623687}
{' $': -0.20020859, ' #': -1.7146033, '$': -6.8061366, ' ': -9.575418, ' $(': -9.749287}
{' $': -0.3802181, ' #': -1.1556296, '$': -6.809285, ' ': -9.449834, '#$': -9.601485}
{' !': -0.0028760242, ' $': -6.223861, '!': -7.102298, '!.': -10.628887, ' ': -10.707435}
{' !': -0.046662945, ' $': -3.1118026, '!': -7.0718107, '$': -8.839095, ' ': -10.13484}
{' @': -0.012766415, ' $': -4.657027, '@': -5.8943787, ' ': -8.329652, ' @@': -10.383524}
{' @': -0.10549815, ' $': -2.3308797, '@': -6.1880097, ' ': -7.9166956, '$': -8.942478}
{' #': -0.030219391, ' $': -3.5291739, '#': -9.071435, ' ': -9.161498, '#$': -9.382787}
{' #': -0.08516682, ' $': -2.512056, ' ': -8.791451, '#': -9.180812, '$': -9.413225}
{' !': -0.091881424, ' @': -2.4507854, '@': -7.202307, '!': -7.9554696, ' ': -8.252074}
{' !': -0.07956383, ' @': -2.5822093, '@': -7.71546, ' ': -8.784651, '!': -8.789495}
{' #': -0.3875642, ' !': -1.1399103, '#': -6.9428897, ' ': -8.323405, '!': -9.109862}
{' #': -0.6235727, ' !': -0.7703126, '#': -7.1290727, ' ': -8.947837, '!': -9.507302}
{' !': -0.1643235, ' $': -1.9143367, '$': -5.8228464, '!': -7.7679152, ' ': -8.0822935}
{' !': -0.10295536, ' $': -2.3509908, '$': -6.3892956, '!': -8.006723, ' ': -8.475963}
{' @': -0.3395573, ' !': -1.2544112, '@': -6.2417474, ' ': -7.9941697, '!': -8.408465}
{' @': -0.59758246, ' !': -0.80311644, '@': -6.604687, ' ': -8.268886, '!': -8.546373}
{' @': -0.5276299, ' #': -0.8999826, '@': -6.084011, ' ': -7.966827, '#': -8.542415}
{' @': -0.5442414, ' #': -0.8758301, '@': -6.2174377, ' ': -8.017808, '@#': -8.106111}
{' @': -0.037001546, ' $': -3.4425037, '@': -5.6430216, ' ': -8.793102, ' @@': -8.877367}
{' @': -0.06970645, ' $': -2.7612786, '@': -5.7888393, ' $$': -8.31194, '$': -8.694009}
{' #': -0.20948665, ' !': -1.6688849, '#': -8.1437645, ' ': -9.008641, '!': -9.631294}
{' #': -0.103408895, ' !': -2.3260002, '#': -7.987674, ' ': -8.98137, '!': -10.152966}
{' #': -0.027246347, ' @': -3.6455438, '#': -8.004609, ' ': -8.725497, '@': -8.981712}
{' #': -0.026040068, ' @': -3.69485, '#': -7.8724236, ' ': -8.456156, '@': -9.1319475}
{' #': -0.01439448, ' $': -4.2829776, '#': -8.670196, ' ': -9.296215, '#$': -9.722439}
{' #': -0.009533063, ' $': -4.700838, '#': -8.817714, ' ': -9.258871, '#$': -10.031478}
{' !': -0.5359068, ' $': -0.8866435, ' ': -7.1220937, '$': -7.2480435, '!': -7.8381677}
{' !': -0.6657321, ' $': -0.72699237, '$': -7.0167913, ' ': -7.304795, '!': -7.908564}
{' @': -0.6572646, ' $': -0.7496356, ' $$': -5.9073825, '$.': -6.1754184, ' ': -6.7794137}
{' $': -0.49730343, ' @': -0.9624161, ' $$': -5.7520084, '$.': -5.9917493, ' ': -6.715424}
{' #': -0.23754866, ' $': -1.5666063, ' ': -6.9375877, '$': -8.082828, '  ': -8.44234}
{' #': -0.41564208, ' $': -1.0867274, ' ': -6.9115596, '$,': -7.9691415, '$': -8.321377}
{' !': -0.012423989, ' @': -4.478858, '!': -7.769857, ' ': -8.140473, '@': -9.265787}
{' !': -0.022547306, ' @': -3.8462434, '!': -7.8550763, ' ': -8.369402, '@': -8.835779}
{' !': -0.43354306, ' #': -1.0487087, '#': -7.3429227, ' ': -7.927348, '!': -8.3856535}
{' !': -0.42708117, ' #': -1.0600004, '#': -7.47449, ' ': -8.285631, '!': -8.784996}
{' !': -0.093435064, ' $': -2.4471548, '$': -6.36022, '!': -7.892834, ' ': -8.172128}
{' !': -0.049535893, ' $': -3.0689735, '$': -6.919859, '!': -7.9185796, ' ': -8.529309}
{' @': -0.0731587, ' !': -2.7265742, '@': -5.406016, ' ': -7.892417, '!': -9.777842}
{' @': -0.09818737, ' !': -2.4151618, '@': -5.6239266, ' ': -7.9829216, '!': -9.776987}
{' @': -0.15589888, ' #': -1.9691617, '@': -5.570808, ' ': -7.8488173, '\n': -8.627697}
{' @': -0.21296918, ' #': -1.6750225, '@': -5.7225857, ' ': -7.4573517, '\n': -8.423349}
{' @': -0.023846848, ' $': -4.0069723, '@': -5.3932447, '\n': -8.496639, ' ': -8.660667}
{' @': -0.027005782, ' $': -3.8247447, '@': -5.552331, ' @@': -8.375868, ' ': -8.567321}
{' #': -0.025756735, ' !': -3.69577, '#': -8.032347, ' ': -8.581852, '  ': -10.623214}
{' #': -0.021016834, ' !': -3.8962953, '#': -8.189883, ' ': -8.876147, '  ': -11.061706}
{' #': -0.0035712912, ' @': -5.82913, '#': -8.007418, ' ': -8.765356, '  ': -10.139633}
{' #': -0.0034944264, ' @': -5.8043995, '#': -8.418701, ' ': -8.7745495, '  ': -10.529141}
{' #': -0.0034515422, ' $': -5.7808657, '#': -8.823262, ' ': -9.475472, '\n': -10.317911}
{' #': -0.002642206, ' $': -6.057943, '#': -8.988384, ' ': -9.529046, '\n': -10.307191}
{' $': -0.28225452, ' !': -1.4300321, '$.': -6.036249, '$': -6.2507305, ' ': -6.8261256}
{' $': -0.26494774, ' !': -1.4791467, '$': -6.3174186, '$.': -6.611757, ' ': -7.0950637}
{' $': -0.048799794, ' @': -3.2559261, '$.': -5.381528, ' ': -6.697488, ' $$': -6.9184017}
{' $': -0.070593365, ' @': -2.8548987, '$.': -5.1205997, ' $$': -6.432176, ' ': -6.7786813}
{' $': -0.17847054, ' #': -1.8544025, '$.': -5.9882174, ' ': -6.3802967, '$': -7.19804}
{' $': -0.32197255, ' #': -1.3065193, ' ': -6.482735, '$.': -7.1135716, '$': -7.556986}
{' @': -0.032028966, ' !': -3.903151, '@': -4.568112, ' ': -7.7655025, '\n': -9.175699}
{' @': -0.061145153, ' !': -3.0115025, '@': -4.702569, ' ': -7.6548514, ' @@': -8.943483}
{' #': -0.0013073996, '#': -7.457566, ' !': -7.4598565, ' ': -9.601625, '\n': -10.504278}
{' #': -0.0076167034, ' !': -5.015448, '#': -7.203707, ' ': -9.078237, '\n': -10.436471}
{' $': -0.027990941, '$': -4.2392564, ' !': -4.4254384, '$,': -7.907419, ' ': -7.9087453}
{' $': -0.05741938, ' !': -3.11447, '$': -4.5848527, ' ': -7.9826326, ' $$': -8.227608}
{' !': -0.017622247, ' @': -4.108251, '!': -7.0495377, ' ': -9.801944, '@': -9.87994}
{' !': -0.017125288, ' @': -4.141975, '!': -7.040747, ' ': -9.442952, '@': -9.666401}
{' #': -0.028087368, ' @': -3.6144996, '#': -7.7814755, '@': -9.209394, '\n': -9.368887}
{' #': -0.036067773, ' @': -3.3623445, '#': -8.337386, '\n': -8.502638, ' ': -8.937279}
{' $': -0.22425056, ' @': -1.629831, '$': -5.9483957, '@': -6.8316402, '\n': -8.208255}
{' $': -0.24613616, ' @': -1.544352, '$': -6.165079, '@': -6.8638806, ' $$': -7.597642}
{' !': -0.18981557, ' #': -1.7587568, '!': -7.9233394, ' ': -9.108112, '#': -9.222117}
{' !': -0.61098725, ' #': -0.7843309, '!': -8.132473, '#': -8.312962, ' ': -8.771622}
{' @': -0.40823236, ' #': -1.1091981, '@': -5.436398, ' ': -8.06318, '#': -8.5044155}
{' #': -0.6538168, ' @': -0.74342215, '@': -5.758383, ' ': -7.783688, '#': -8.037687}
{' $': -0.5480322, ' #': -0.8687873, '$': -6.3832617, ' ': -8.47909, '#$': -9.273169}
{' #': -0.16813768, ' $': -1.8722125, '$': -7.809401, ' ': -8.828662, '#': -8.891139}
{' !': -0.011630823, ' $': -4.617288, '!': -6.7038546, ' ': -8.352751, '$': -9.839675}
{' !': -0.03587258, ' $': -3.4012098, '!': -6.66957, ' ': -8.112112, '$': -8.651624}
{' @': -0.009750864, ' $': -5.228176, '@': -5.6293697, ' ': -8.2260685, '\n': -8.942375}
{' @': -0.019052215, ' $': -4.185409, '@': -5.9274783, ' ': -7.938745, '\n': -8.771206}
{' #': -0.0063998424, ' $': -5.1451173, ' ': -8.694989, '#': -8.739139, '\n': -9.433462}
{' #': -0.008654283, ' $': -4.8222604, ' ': -8.573943, '#': -8.829596, '\n': -9.421941}
{' @': -0.015706599, '@': -4.2517543, ' !': -7.61683, ' ': -7.989789, ' @@': -8.910134}
{' @': -0.02070851, '@': -4.5962467, ' !': -4.654415, ' ': -7.7697153, ' @@': -8.801062}
{' #': -0.0012290973, ' !': -7.459578, '#': -7.5770364, ' ': -9.6864395, '\n': -10.651605}
{' #': -0.0046984246, ' !': -5.5719304, '#': -7.254133, ' ': -9.23842, '\n': -10.708171}
{' $': -0.023845077, '$': -4.2009077, ' !': -4.8945, '$,': -7.935139, ' ': -8.120234}
{' $': -0.04680422, ' !': -3.5012984, '$': -4.2596602, ' $$': -7.79742, ' ': -7.8507442}
{' !': -0.013104365, ' @': -4.4219275, '!': -7.044472, ' ': -9.947941, '@': -10.214787}
{' !': -0.013556797, ' @': -4.3843946, '!': -7.1232195, ' ': -9.500206, '@': -9.969126}
{' #': -0.04854384, ' @': -3.0645368, '#': -8.028236, '@': -8.9066725, '\n': -9.439646}
{' #': -0.04817268, ' @': -3.0787015, '#': -7.652165, '@': -8.634537, '\n': -8.895264}
{' $': -0.27114677, ' @': -1.4574089, '$': -6.0428867, '@': -6.8948174, ' $$': -7.979967}
{' $': -0.32320905, ' @': -1.302789, '$': -6.186291, '@': -6.8511486, ' $$': -7.886172}
{' !': -0.035381168, ' #': -3.3806837, '!': -7.476552, ' ': -9.222978, '#': -10.727407}
{' !': -0.14318748, ' #': -2.0201423, '!': -7.6492586, ' ': -8.938783, '#': -9.132232}
{' @': -0.14532927, ' #': -2.0528286, '@': -5.100463, ' ': -7.9684567, '\n': -9.236295}
{' @': -0.35846767, ' #': -1.2188708, '@': -5.3713727, ' ': -7.81813, '#': -8.601519}
{' $': -0.3196072, ' #': -1.3066392, '$': -6.219201, ' ': -8.209433, '$,': -8.932444}
{' #': -0.46673596, ' $': -0.9893055, '$': -7.6877456, ' ': -8.446061, '#': -9.164983}
{' !': -0.0033075854, '!': -6.205635, ' $': -6.898962, ' ': -8.604124, '  ': -11.034726}
{' !': -0.0059169405, ' $': -5.3922234, '!': -6.8833237, ' ': -8.525977, ' !!': -10.617921}
{' @': -0.0071174884, '@': -5.5070868, ' $': -6.079564, ' ': -8.244626, '\n': -8.752753}
{' @': -0.009436244, ' $': -5.1390367, '@': -5.863241, ' ': -8.298467, ' @@': -8.802851}
{' #': -0.0019643656, ' $': -6.492488, '#': -8.691903, ' ': -8.928886, '\n': -9.844686}
{' #': -0.0043591703, ' $': -5.545502, '#': -8.795851, ' ': -8.885273, '\n': -9.953129}
{' !': -0.11438615, ' @': -2.2305532, '@': -8.208841, '!': -8.639042, ' ': -9.200548}
{' !': -0.06290834, ' @': -2.8018456, '@': -9.264616, '!': -9.30932, ' ': -9.788819}
{' #': -0.030184561, ' !': -3.5269172, '#': -8.1020155, ' ': -10.801679, '!': -12.467679}
{' #': -0.051360045, ' !': -3.0015838, '#': -8.033683, ' ': -10.966788, '!': -12.445118}
{' $': -0.26660645, ' !': -1.4647819, '$': -5.9882097, ' $$': -8.961387, ' ': -9.092278}
{' $': -0.32430255, ' !': -1.2935752, '$': -6.10532, ' $$': -8.409984, ' ': -9.185951}
{' !': -0.027996335, ' @': -3.59684, '!': -9.014299, '@': -10.353844, ' ': -10.492945}
{' !': -0.020791879, ' @': -3.8900676, '!': -9.536345, ' ': -10.583701, '@': -10.965147}
{' #': -0.21470395, ' @': -1.6472963, '@': -8.290338, '#': -8.738811, ' ': -9.007596}
{' #': -0.09203779, ' @': -2.4362245, '#': -8.789007, ' ': -9.320589, '@': -9.467304}
{' $': -0.625275, ' @': -0.7718681, ' $$': -6.70932, '$': -7.5676837, '@': -7.8217163}
{' $': -0.39925364, ' @': -1.1214904, ' $$': -6.2002563, '$': -7.28607, '@': -8.452911}
{' !': -0.34827137, ' #': -1.2245264, '!': -9.296331, '#': -9.595983, ' ': -10.717653}
{' !': -0.5525195, ' #': -0.85730803, '#': -9.256935, '!': -9.613767, ' ': -10.60621}
{' #': -0.044447362, ' @': -3.1471388, '#': -8.332867, ' ': -9.091183, '@': -9.841712}
{' #': -0.03402899, ' @': -3.4108064, '#': -8.403496, ' ': -9.053825, '@': -10.500663}
{' #': -0.16512036, ' $': -1.8859816, '$': -8.8113985, ' $$': -9.019437, '#': -9.317021}
{' #': -0.18245031, ' $': -1.7952433, ' $$': -8.411061, '$': -8.815475, ' ': -9.173423}
{' !': -0.026022756, ' $': -3.680737, '!': -7.837292, ' ': -10.400407, '$': -10.7654505}
{' !': -0.0684623, ' $': -2.722942, '!': -8.178053, ' ': -9.468505, '$': -10.078106}
{' @': -0.6809421, ' $': -0.7135178, ' $$': -5.959611, ' ': -8.056194, '@': -8.505452}
{' @': -0.49822548, ' $': -0.94509256, ' $$': -6.2037344, ' ': -7.63562, ' @@': -7.880351}
{' #': -0.057147466, ' $': -2.902261, ' ': -8.647483, ' $$': -8.749429, '#': -9.420825}
{' #': -0.060042225, ' $': -2.85385, ' ': -8.595694, ' $$': -8.6080065, '#': -9.495446}
{' !': -0.024738159, ' @': -3.7276645, '!': -8.45764, ' ': -9.576806, '@': -9.72692}
{' !': -0.06282303, ' @': -2.804438, '!': -8.970906, '@': -9.02361, ' ': -9.6785965}
{' #': -0.1387763, ' !': -2.0473342, '#': -7.7746673, ' ': -10.1265545, '!': -10.906605}
{' #': -0.12292681, ' !': -2.1610546, '#': -7.8390574, ' ': -10.067151, '!': -11.353041}
{' $': -0.6594473, ' !': -0.73317015, '$': -6.165762, ' ': -8.9846325, ' $$': -9.285862}
{' $': -0.5729947, ' !': -0.836039, '$': -6.105196, ' $$': -8.399373, ' ': -8.954138}
{' !': -0.055340666, ' @': -2.9294593, '!': -8.427358, '@': -9.038972, ' ': -9.87093}
{' !': -0.052155234, ' @': -2.9844136, '!': -9.154019, '@': -9.469759, ' ': -10.026531}
{' #': -0.5606112, ' @': -0.8487238, '@': -7.20881, ' ': -8.701697, '#': -8.866214}
{' #': -0.35373226, ' @': -1.213811, '@': -7.809262, ' ': -8.677066, '#': -8.837623}
{' @': -0.34469202, ' $': -1.2443197, ' $$': -6.728423, '@': -6.921348, '$': -7.8611326}
{' @': -0.5904316, ' $': -0.8155884, ' $$': -6.285185, '$': -7.5471516, '@': -7.604336}
{' #': -0.3299697, ' !': -1.2700922, '#': -8.762563, '!': -9.852507, ' ': -10.547376}
{' #': -0.36331448, ' !': -1.189347, '#': -8.881034, '!': -10.058771, ' ': -10.826478}
{' #': -0.0033979537, ' @': -5.7840605, '#': -8.413982, ' ': -9.907328, '\n': -11.240778}
{' #': -0.0056563364, ' @': -5.23149, '#': -8.644356, ' ': -9.579886, '\n': -11.167576}
{' #': -0.020825049, ' $': -3.8925824, '#': -9.376232, ' ': -10.137087, '$': -10.79292}
{' #': -0.041293707, ' $': -3.2149215, '#': -9.330182, ' $$': -9.8156, ' ': -10.014022}
{' !': -0.07080466, ' $': -2.6926746, '!': -7.6665645, '$': -9.503137, ' ': -10.059322}
{' !': -0.08441467, ' $': -2.5226052, '!': -7.885993, ' ': -8.927402, '$': -9.342065}
{' $': -0.43746123, ' @': -1.0483696, ' $$': -6.3766603, ' ': -7.4744134, '@': -8.283214}
{' $': -0.5177678, ' @': -0.91704065, ' $$': -5.999346, ' ': -7.3612237, '$': -8.307528}
{' #': -0.16067824, ' $': -1.9141343, ' $$': -8.226092, ' ': -8.316232, '#': -9.391464}
{' #': -0.11094961, ' $': -2.264207, ' ': -7.930738, ' $$': -7.979199, '#': -9.447958}
{' @': -0.012253696, ' !': -4.639394, '@': -6.0418763, ' ': -9.361204, ' @@': -10.815405}
{' @': -0.055468433, ' !': -2.978896, '@': -5.848819, ' ': -8.871846, ' @@': -10.441646}
{' #': -0.00041208262, '#': -8.352072, ' !': -8.762472, ' ': -11.469704, '\n': -12.779868}
{' #': -0.0010593893, ' !': -7.1536694, '#': -8.280852, ' ': -11.1604805, '\n': -12.58487}
{' $': -0.0050952462, '$': -5.5934925, ' !': -6.783911, ' $$': -9.175582, ' ': -10.109236}
{' $': -0.00618973, '$': -5.5233026, ' !': -6.2853165, ' $$': -8.765043, ' ': -9.579643}
{' !': -0.0016266955, ' @': -6.5816483, '!': -8.4593, ' ': -11.16536, ' !!': -12.396864}
{' !': -0.0010216809, ' @': -7.2713976, '!': -8.161925, ' ': -10.69266, '\n': -11.982064}
{' #': -0.014828919, ' @': -4.235566, '#': -8.661014, ' ': -10.646012, '@': -11.02857}
{' #': -0.0029643795, ' @': -5.9498024, '#': -8.22644, ' ': -10.081341, '\n': -10.8753395}
{' $': -0.021190086, ' @': -3.9971287, '$': -6.4370337, ' $$': -7.1729875, ' ': -9.650655}
{' $': -0.00413799, ' @': -6.355667, '$': -6.513945, ' $$': -7.274735, ' ': -9.386871}
{' !': -0.045406334, ' #': -3.1208513, '!': -8.4313135, '#': -10.549436, ' ': -10.926008}
{' !': -0.19204088, ' #': -1.7458758, '!': -8.838771, '#': -9.823693, ' ': -10.661166}
{' #': -0.6564688, ' @': -0.73349893, '@': -7.2597136, '#': -8.89042, ' ': -9.096872}
{' #': -0.36203223, ' @': -1.1942255, '@': -7.9031467, '#': -8.653334, ' ': -8.9682865}
{' $': -0.29602098, ' #': -1.3664765, '$': -7.033707, ' $$': -8.81249, ' ': -10.137295}
{' #': -0.6185808, ' $': -0.7760763, '$': -7.43602, ' $$': -8.51461, ' ': -9.4901085}
{' !': -0.008052341, ' $': -4.929204, '!': -7.2614527, ' ': -10.233272, '$': -11.002417}
{' !': -0.021758875, ' $': -3.8672388, '!': -7.700002, ' ': -9.838885, '$': -10.328669}
{' @': -0.03349805, ' $': -3.4525974, '@': -7.260265, ' ': -8.687284, ' $$': -9.001552}
{' @': -0.038530268, ' $': -3.3042295, '@': -7.7289042, ' ': -8.597258, ' $$': -8.713455}
{' #': -0.0027279083, ' $': -5.9698577, '#': -9.41478, ' ': -10.325151, '\n': -11.582295}
{' #': -0.002318523, ' $': -6.1515703, '#': -9.466764, ' ': -9.996048, '\n': -11.175628}
{' @': -0.014750826, ' !': -4.4047537, '@': -6.1294374, ' ': -8.942431, ' @@': -9.661767}
{' @': -0.033426803, ' !': -3.4937804, '@': -6.0892835, ' ': -8.937895, ' @@': -9.896093}
{' #': -0.00033820607, '#': -8.635647, ' !': -8.83474, ' ': -11.6396675, '\n': -13.285507}
{' #': -0.00066398835, ' !': -7.8100715, '#': -8.332968, ' ': -11.348089, '\n': -13.101153}
{' $': -0.0042056856, '$': -5.625652, ' !': -7.8835807, ' $$': -9.114149, ' ': -10.2568865}
{' $': -0.0045605176, '$': -5.604831, ' !': -7.4451427, ' $$': -8.827293, ' ': -9.706803}
{' !': -0.011247493, ' @': -4.5115485, '!': -8.70951, ' ': -11.046378, '@': -11.352161}
{' !': -0.0017038938, ' @': -6.528164, '!': -8.519848, ' ': -10.624903, ' !!': -11.720167}
{' #': -0.086597025, ' @': -2.4949203, '#': -8.617763, '@': -9.24104, ' ': -9.524579}
{' #': -0.009827725, ' @': -4.6635237, '#': -8.280902, ' ': -10.049861, '\n': -10.90204}
{' $': -0.20976737, ' @': -1.6796083, ' $$': -6.7578015, '$': -6.8034596, '@': -8.689559}
{' $': -0.023074903, ' @': -3.8850493, '$': -6.8716063, ' $$': -6.96348, ' ': -9.068764}
{' !': -0.009553222, ' #': -4.674262, '!': -8.732606, ' ': -12.130054, '#': -12.280185}
{' !': -0.01848921, ' #': -4.011661, '!': -8.627244, ' ': -10.92315, '#': -11.314125}
{' @': -0.37630075, ' #': -1.1633492, '@': -7.0861797, ' ': -9.050847, '#': -9.29993}
