{' Right': -0.023665998, ' right': -3.813581, 'Right': -7.2528434, ' "': -7.8961616, 'right': -8.905826}
{' Right': -0.3887689, ' Left': -1.5588453, ' left': -2.8045347, ' right': -3.0351462, 'Right': -6.8407474}
{' Right': -0.6310741, ' Left': -0.92147744, ' left': -3.1091545, ' right': -3.7561138, 'Right': -7.2605867}
{' Right': -0.3478068, ' Left': -1.6331536, ' left': -3.0389745, ' right': -3.0623453, 'Right': -6.563211}
{' Left': -0.6119357, ' Right': -1.0171729, ' left': -2.568772, ' right': -4.118924, ' "': -6.96264}
{' Left': -0.7991911, ' Right': -0.825381, ' left': -2.4675393, ' right': -3.7166219, 'left': -7.0971184}
{' Right': -0.45017087, ' Left': -1.6714575, ' left': -2.3946784, ' right': -2.5347445, 'Right': -6.7295628}
{' Right': -0.30810416, ' Left': -1.6007296, ' right': -3.3454597, ' left': -3.6317258, 'Right': -7.295311}
{' Right': -0.027592415, ' right': -3.730334, 'Right': -6.227965, ' Left': -7.5971627, ' "': -8.068124}
{' Right': -0.050332833, ' right': -3.1113489, 'Right': -6.1835914, ' Left': -6.629659, 'right': -7.656076}
{' Right': -0.029913198, ' right': -3.6606352, 'Right': -6.264975, ' Left': -6.9055448, ' "': -8.018057}
{' Right': -0.067346685, ' right': -2.803835, 'Right': -5.9161606, 'right': -7.285726, ' "': -7.7033954}
{' Right': -0.06753466, ' right': -2.7945547, 'Right': -6.064711, ' "': -7.340583, 'right': -7.351887}
{' Right': -0.03736301, ' right': -3.4167519, 'Right': -6.219299, ' "': -7.315601, ' Left': -7.3304205}
{' Right': -0.061110362, ' right': -2.9094532, 'Right': -5.996943, ' "': -6.932517, 'right': -7.4821196}
{' Right': -0.050488926, ' right': -3.0984051, 'Right': -6.298606, ' Left': -6.9377146, ' "': -7.4670362}
{' Left': -0.10241844, ' left': -2.359918, 'Left': -6.6067443, 'left': -6.9100356, ' "': -7.9809356}
{' Left': -0.13045861, ' left': -2.1407182, 'Left': -6.355891, 'left': -6.6243834, ' Right': -7.1162024}
{' Left': -0.12435361, ' left': -2.1818352, 'Left': -6.5166497, 'left': -6.7586346, ' "': -7.268965}
{' Left': -0.15266404, ' left': -1.9863869, 'Left': -6.265056, 'left': -6.3668494, ' "': -7.5571356}
{' Left': -0.16140535, ' left': -1.9292713, 'Left': -6.438642, 'left': -6.5676017, ' "': -7.355457}
{' Left': -0.12777969, ' left': -2.1565425, 'Left': -6.3013024, 'left': -6.520095, ' "': -7.102007}
{' Left': -0.14953616, ' left': -2.0025463, 'Left': -6.419897, 'left': -6.6594405, ' "': -7.143972}
{' Left': -0.094269015, ' left': -2.4438498, 'Left': -6.624264, 'left': -6.9516845, ' "': -7.2272873}
{' Right': -0.17476791, ' Left': -1.9850038, ' right': -4.29194, ' left': -5.1492243, 'Right': -6.126029}
{' Right': -0.12357271, ' Left': -2.6062827, ' right': -3.3996117, ' left': -5.154229, 'Right': -6.254479}
{' Right': -0.20904146, ' Left': -1.8726995, ' right': -3.8357885, ' left': -4.5981617, 'Right': -6.2901797}
{' Right': -0.16305894, ' Left': -2.1285932, ' right': -3.902101, ' left': -4.8427505, 'Right': -6.3060527}
{' Right': -0.053305134, ' Left': -3.7519689, ' right': -3.801621, 'Right': -5.83239, ' left': -6.377762}
{' Right': -0.08525347, ' Left': -2.7559953, ' right': -4.347819, ' left': -5.9154916, 'Right': -6.3839154}
{' Right': -0.17282438, ' Left': -2.202415, ' right': -3.3519206, ' left': -4.6521335, 'Right': -6.2381315}
{' Right': -0.1644772, ' Left': -2.1062362, ' right': -3.9135923, ' left': -4.9524565, 'Right': -6.4256253}
{' Left': -0.08243344, ' Right': -3.2419925, ' left': -3.3033252, 'Left': -6.749559, ' right': -7.1807494}
{' Left': -0.07454038, ' left': -2.9435835, ' Right': -4.1973524, 'Left': -6.449988, 'left': -6.913406}
{' Left': -0.051278163, ' left': -3.3219688, ' Right': -4.477357, 'Left': -6.647248, 'left': -7.288481}
{' Left': -0.058056347, ' left': -3.082642, ' Right': -4.931263, 'Left': -6.460583, 'left': -6.8794556}
{' Left': -0.050844833, ' left': -3.196608, ' Right': -5.3349524, 'Left': -6.4677258, ' "': -6.753966}
{' Left': -0.051699564, ' left': -3.1529605, ' Right': -5.342715, 'Left': -6.612576, 'left': -7.140597}
{' Left': -0.09124919, ' left': -2.7197702, ' Right': -4.081018, 'Left': -6.5077868, 'left': -6.8616915}
{' Left': -0.10338695, ' left': -2.7319593, ' Right': -3.5383387, ' right': -6.7661314, 'Left': -6.8320603}
{' Left': -0.59468377, ' left': -1.6027424, ' Right': -1.6613208, ' right': -2.92138, 'left': -6.5118284}
{' Left': -0.5081893, ' Right': -1.7309505, ' left': -1.7595797, ' right': -3.0838826, 'left': -6.5254583}
{' Left': -0.56188256, ' left': -1.2943655, ' Right': -2.1713758, ' right': -3.2352657, 'left': -6.6892586}
{' Left': -0.6584081, ' left': -1.2106007, ' Right': -2.0417907, ' right': -2.9595194, 'left': -6.591469}
{' Left': -0.5364453, ' left': -1.2623575, ' Right': -2.3576105, ' right': -3.3517334, 'left': -6.5994964}
{' Left': -0.5234741, ' left': -1.2040828, ' Right': -2.578295, ' right': -3.52903, 'left': -6.639845}
{' Left': -0.9507708, ' left': -1.1809534, ' Right': -1.6695722, ' right': -2.1560798, 'left': -6.9244623}
{' Left': -0.67844576, ' left': -1.1486454, ' Right': -2.1044385, ' right': -2.9633062, 'left': -6.91756}
{' Left': -0.38578987, ' left': -1.1464844, 'left': -6.9915767, ' Right': -7.2194095, 'Left': -7.7617106}
{' Left': -0.31709793, ' left': -1.3222439, ' Right': -5.9381266, 'left': -6.714067, ' right': -7.37649}
{' left': -0.55994993, ' Left': -0.8593255, ' Right': -6.264089, ' right': -6.4922023, 'left': -6.570158}
{' Left': -0.61348265, ' left': -0.79038924, ' Right': -6.277943, 'left': -6.5840673, ' right': -6.910641}
{' left': -0.48253238, ' Left': -0.9717483, 'left': -6.349809, ' Right': -6.732509, ' right': -7.0269103}
{' Left': -0.67367864, ' left': -0.719352, 'left': -6.440629, ' Right': -7.492232, 'Left': -7.5389357}
{' left': -0.50870705, ' Left': -0.93258476, ' Right': -6.407219, ' right': -6.4292407, 'left': -6.6243987}
{' left': -0.6776565, ' Left': -0.71535325, 'left': -6.5709367, ' Right': -7.223223, 'Left': -7.809389}
{' Left': -0.6565287, ' Right': -1.207905, ' left': -2.0720446, ' right': -2.912384, 'right': -7.4763737}
{' Right': -1.025373, ' Left': -1.0992484, ' left': -1.8370928, ' right': -1.9224657, 'right': -6.928129}
{' Left': -1.1158621, ' Right': -1.1428989, ' left': -1.6253492, ' right': -1.8696043, 'right': -7.054191}
{' Left': -1.0535316, ' Right': -1.1177406, ' left': -1.6950166, ' right': -1.9844073, 'right': -6.8563075}
{' Right': -0.5391411, ' Left': -1.5384887, ' right': -2.107409, ' left': -2.561379, 'right': -6.833733}
{' Right': -0.87573755, ' Left': -1.1433805, ' left': -2.0186532, ' right': -2.0429833, 'right': -7.097038}
{' Left': -0.99661416, ' left': -1.258474, ' Right': -1.5740697, ' right': -1.9859617, 'left': -7.2287765}
{' Right': -0.81890583, ' Left': -1.3283415, ' right': -1.8275615, ' left': -2.0347204, 'right': -6.8755956}
{' Left': -0.31707153, ' left': -1.4455827, ' Right': -3.664737, ' right': -4.982532, 'left': -5.97035}
{' Left': -0.34163624, ' left': -1.3652359, ' Right': -3.7065103, ' right': -4.9382834, 'left': -6.5377192}
{' Left': -0.41689694, ' left': -1.1404955, ' Right': -4.2691727, ' right': -5.307741, 'left': -6.521553}
{' Left': -0.41800302, ' left': -1.1824704, ' Right': -3.728214, ' right': -4.8102126, 'left': -6.2479053}
{' Left': -0.20617647, ' left': -1.7066532, ' Right': -6.000598, 'left': -6.7636843, 'Left': -7.511754}
{' Left': -0.3083244, ' left': -1.354385, ' Right': -5.5934634, 'left': -6.3966246, ' right': -6.9024763}
{' Left': -0.60454565, ' left': -0.83018684, ' Right': -4.6663423, ' right': -5.053694, 'left': -6.6643844}
{' Left': -0.53484106, ' left': -0.9286113, ' Right': -4.451221, ' right': -5.1847014, 'left': -6.6629725}
{' Left': -0.20223555, ' Right': -2.1529973, ' left': -2.8271856, ' right': -5.08707, 'Left': -7.26819}
{' Left': -0.3308807, ' Right': -1.493587, ' left': -3.0866065, ' right': -4.6460013, 'Left': -7.4767413}
{' Left': -0.23925157, ' Right': -1.906751, ' left': -2.906953, ' right': -4.8738394, 'Left': -7.145943}
{' Left': -0.73292464, ' Right': -0.7827084, ' left': -3.309354, ' right': -3.7589426, 'Right': -6.9188414}
{' Left': -0.2757983, ' left': -2.1395469, ' Right': -2.2117302, ' right': -4.4968615, 'Left': -7.0146685}
{' Left': -0.1595345, ' Right': -2.529486, ' left': -2.7866385, ' right': -5.4899573, ' "': -7.2302127}
{' Left': -0.26657853, ' Right': -1.9815556, ' left': -2.492912, ' right': -4.4763184, 'Left': -7.297387}
{' Left': -0.22902024, ' Right': -2.1908674, ' left': -2.4868615, ' right': -4.834302, 'Left': -7.306649}
{' Left': -0.099376835, ' left': -2.4453068, ' Right': -5.0898476, 'Left': -7.3467474, ' right': -7.641948}
{' Left': -0.11466386, ' left': -2.3019862, ' Right': -5.0807414, 'Left': -7.351711, ' right': -7.5410495}
{' Left': -0.10990676, ' left': -2.4545534, ' Right': -4.1631675, ' right': -6.7904673, 'Left': -7.482816}
{' Left': -0.12876092, ' left': -2.190166, ' Right': -5.0220733, 'Left': -7.3197913, ' "': -7.396484}
{' Left': -0.22396953, ' left': -1.6352968, ' Right': -5.8623013, 'left': -6.9555917, 'Left': -7.142285}
{' Left': -0.15823215, ' left': -1.968123, ' Right': -5.5027447, 'Left': -7.129726, 'left': -7.172703}
{' Left': -0.14072181, ' left': -2.1099944, ' Right': -4.8800197, ' right': -7.039527, 'Left': -7.3477836}
{' Left': -0.15743634, ' left': -2.0278149, ' Right': -4.562427, ' "': -6.698641, ' right': -6.8859553}
{' Right': -0.701601, ' Left': -0.83717155, ' left': -3.238657, ' right': -3.4928489, 'Right': -7.2813015}
{' Right': -0.49254495, ' Left': -1.0855358, ' right': -3.5897431, ' left': -3.8304658, 'Right': -7.1893067}
{' Right': -0.56459665, ' Left': -1.0005974, ' right': -3.464226, ' left': -3.477034, 'Right': -7.288035}
{' Right': -0.49180582, ' Left': -1.1288449, ' right': -3.3525732, ' left': -3.5615919, 'Right': -7.2219043}
{' Right': -0.27795818, ' Left': -1.7986453, ' right': -2.937094, ' left': -3.8588505, 'Right': -6.6512566}
{' Right': -0.48264715, ' Left': -1.2073538, ' right': -3.098215, ' left': -3.3024826, 'Right': -7.06397}
{' Left': -0.4066256, ' Right': -1.4362657, ' left': -2.6217897, ' right': -3.825218, 'Left': -7.527281}
{' Right': -0.6883717, ' Left': -0.87457657, ' left': -3.0977, ' right': -3.3910463, 'Right': -7.206592}
{' Left': -0.1506729, ' left': -2.1766071, ' Right': -3.7905595, ' right': -6.154348, 'Left': -7.145223}
{' Left': -0.09410843, ' left': -2.5627077, ' Right': -4.573688, 'Left': -6.9935427, ' right': -7.3441}
{' Left': -0.18731001, ' left': -1.8597552, ' Right': -4.453648, ' right': -6.4444075, 'Left': -7.061852}
{' Left': -0.16569853, ' left': -1.9916528, ' Right': -4.3552065, ' right': -6.47606, 'Left': -7.065421}
{' Left': -0.14566045, ' left': -2.0531235, ' Right': -5.380638, 'Left': -7.027206, 'left': -7.0502715}
{' Left': -0.1410549, ' left': -2.1708133, ' Right': -4.245034, ' right': -6.5893674, 'Left': -7.027901}
{' Left': -0.24545056, ' left': -1.7681842, ' Right': -3.2688305, ' right': -4.9766726, 'left': -7.0399656}
{' Left': -0.24830623, ' left': -1.7632521, ' Right': -3.2067335, ' right': -5.1122494, 'left': -7.0304065}
{' Right': -0.0572701, ' right': -3.534275, ' Left': -3.8053148, ' left': -6.1173015, 'Right': -6.5260825}
{' Right': -0.074882634, ' Left': -3.3506622, ' right': -3.4755042, ' left': -5.58905, 'Right': -6.465534}
{' Right': -0.09121191, ' Left': -3.1296315, ' right': -3.3423104, ' left': -5.1963677, 'Right': -6.5104184}
{' Right': -0.10746685, ' Left': -2.8794298, ' right': -3.3288145, ' left': -4.965472, 'Right': -6.419978}
{' Right': -0.053976104, ' right': -3.0678768, ' Left': -5.9932685, 'Right': -6.3304534, ' "': -7.389053}
{' Right': -0.057883915, ' right': -2.9970238, ' Left': -5.852176, 'Right': -6.2397685, ' left': -7.478645}
{' Right': -0.06867768, ' right': -3.2430148, ' Left': -3.8565865, ' left': -5.890147, 'Right': -6.2804346}
{' Right': -0.04598439, ' right': -3.799511, ' Left': -3.9682007, ' left': -6.4100304, 'Right': -6.644293}
{' Left': -0.16701587, ' left': -1.888482, 'Left': -6.5804944, 'left': -7.0245214, ' "': -8.896513}
{' Left': -0.12365809, ' left': -2.1781874, 'Left': -6.370904, 'left': -7.1015997, ' "': -7.676957}
{' Left': -0.16398774, ' left': -1.9092498, 'Left': -6.491069, 'left': -6.9505687, ' "': -7.569505}
{' Left': -0.14946543, ' left': -2.0000646, 'Left': -6.1771197, 'left': -6.847345, ' "': -8.041649}
{' Left': -0.16828768, ' left': -1.8962768, 'Left': -6.261111, ' "': -6.468561, 'left': -6.68281}
{' Left': -0.2510764, ' left': -1.5244566, 'Left': -6.2843246, 'left': -6.5458455, ' "': -6.9736123}
{' Left': -0.15259814, ' left': -1.9808049, 'Left': -6.280325, 'left': -6.958538, ' "': -7.2963204}
{' Left': -0.095688485, ' left': -2.4301498, 'Left': -6.324137, 'left': -7.1551137, ' "': -7.3941636}
{' Right': -0.12215362, ' Left': -2.346925, ' right': -4.3400073, ' left': -5.4796515, 'Right': -6.5558333}
{' Right': -0.10921032, ' Left': -2.5240357, ' right': -4.0692377, ' left': -5.482459, 'Right': -6.639025}
{' Right': -0.10447115, ' Left': -2.5277557, ' right': -4.2800097, ' left': -5.629028, 'Right': -6.6505866}
{' Right': -0.05710304, ' Left': -3.472041, ' right': -3.8890219, ' left': -6.2433405, 'Right': -6.544165}
{' Right': -0.02379234, ' right': -4.296581, ' Left': -5.004616, 'Right': -6.2061553, ' left': -7.856594}
{' Right': -0.047681473, ' right': -3.5853152, ' Left': -4.1854205, 'Right': -6.5020094, ' left': -6.553931}
{' Right': -0.19928968, ' Left': -1.8913616, ' right': -4.0203404, ' left': -4.698378, 'Right': -6.513107}
{' Right': -0.08221023, ' Left': -2.8782268, ' right': -4.0648704, ' left': -5.717536, 'Right': -6.612106}
{' Left': -0.06033696, ' left': -2.8798387, 'Left': -6.5300846, 'left': -7.4856696, ' Right': -8.448743}
{' Left': -0.069344796, ' left': -2.7406228, 'Left': -6.5025187, 'left': -7.416052, ' "': -8.402234}
{' Left': -0.0690746, ' left': -2.7422216, 'Left': -6.528803, 'left': -7.4625607, ' "': -8.671635}
{' Left': -0.049287084, ' left': -3.0815632, 'Left': -6.5118933, 'left': -7.667657, ' "': -8.82161}
{' Left': -0.066474676, ' left': -2.7832143, 'Left': -6.571113, 'left': -7.5625663, ' "': -7.598703}
{' Left': -0.07696982, ' left': -2.6339443, 'Left': -6.527943, 'left': -7.5038934, ' "': -8.4437}
{' Left': -0.098996654, ' left': -2.3912864, 'Left': -6.522382, 'left': -7.188182, ' "': -8.001323}
{' Left': -0.065762036, ' left': -2.7902606, 'Left': -6.605198, 'left': -7.5463147, ' "': -8.28978}
{' Right': -0.03596205, ' right': -3.4416857, 'Right': -6.4743543, ' Left': -7.0152993, ' "': -7.8092656}
{' Right': -0.067037955, ' right': -2.822056, 'Right': -6.2897797, ' Left': -6.3470745, ' "': -7.1287384}
{' Right': -0.068233304, ' right': -2.7817035, 'Right': -6.234622, ' Left': -7.05372, 'right': -7.5560656}
{' Right': -0.0428776, ' right': -3.3928645, ' Left': -5.3568764, 'Right': -6.1764703, ' "': -7.514479}
{' Right': -0.097401395, ' right': -2.4262931, 'Right': -6.353083, ' Left': -6.7868543, 'right': -7.337532}
{' Right': -0.08346455, ' right': -2.5862665, ' Left': -6.2896085, 'Right': -6.4890394, 'right': -7.5265226}
{' Right': -0.10343038, ' right': -2.3824716, 'Right': -6.1424274, ' Left': -6.394761, 'right': -7.1409926}
{' Right': -0.07919943, ' right': -2.632342, 'Right': -6.5008607, ' Left': -6.658385, 'right': -7.5240498}
{' Left': -0.09961556, ' left': -2.3917184, 'Left': -6.4451604, 'left': -6.797156, ' "': -7.804413}
{' Left': -0.14006136, ' left': -2.0707235, 'Left': -6.3877683, 'left': -6.5686936, ' Right': -7.2212186}
{' Left': -0.12967637, ' left': -2.1469796, 'Left': -6.401117, 'left': -6.581708, ' Right': -6.8486986}
{' Left': -0.1236326, ' left': -2.1944427, 'Left': -6.100195, 'left': -6.3365016, ' "': -7.393024}
{' Left': -0.28138456, ' left': -1.4279165, 'left': -6.0591283, 'Left': -6.424788, ' "': -6.6451154}
{' Left': -0.23722826, ' left': -1.5762595, 'left': -6.2960544, 'Left': -6.537361, ' "': -7.001072}
{' Left': -0.2404034, ' left': -1.5648453, 'Left': -6.411116, 'left': -6.46, ' "': -6.946948}
{' Left': -0.21461691, ' left': -1.6651497, 'left': -6.455175, 'Left': -6.6578846, ' "': -7.0257225}
{' Right': -0.2244374, ' Left': -1.8819902, ' right': -3.4198203, ' left': -4.3966103, 'Right': -6.1441817}
{' Right': -0.112376034, ' right': -3.0120113, ' Left': -3.0368068, ' left': -5.2893834, 'Right': -6.009665}
{' Right': -0.18326665, ' Left': -2.3213568, ' right': -2.9331155, ' left': -4.3907075, 'Right': -6.242699}
{' Right': -0.25620958, ' Left': -1.8450156, ' right': -3.0795527, ' left': -4.075017, 'Right': -6.0741186}
{' Right': -0.10848056, ' right': -2.8711565, ' Left': -3.3136234, ' left': -5.2959213, 'Right': -5.973079}
{' Right': -0.117220275, ' Left': -2.921177, ' right': -3.0559444, ' left': -5.0663285, 'Right': -6.2730484}
{' Right': -0.15240641, ' right': -2.697481, ' Left': -2.7819705, ' left': -4.8033175, 'Right': -6.1898246}
{' Right': -0.1690134, ' Left': -2.2927258, ' right': -3.185918, ' left': -4.675042, 'Right': -6.140533}
{' Left': -0.066365615, ' left': -3.4171972, ' Right': -3.5677824, 'Left': -6.6748443, 'left': -7.256717}
{' Left': -0.08007228, ' left': -2.8054137, ' Right': -4.3769794, 'Left': -6.439611, 'left': -6.816049}
{' Left': -0.11024772, ' left': -2.5830224, ' Right': -3.710708, 'Left': -6.494733, 'left': -6.700263}
{' Left': -0.0478983, ' left': -3.2651677, ' Right': -5.27541, 'Left': -6.2518206, 'left': -7.0291505}
{' Left': -0.08687284, ' left': -2.583327, ' Right': -5.8737803, 'Left': -6.2619786, 'left': -6.4306936}
{' Left': -0.067957856, ' left': -2.865115, ' Right': -5.2488546, 'Left': -6.353756, 'left': -6.9088774}
{' Left': -0.080846876, ' left': -2.8357925, ' Right': -4.2104053, 'Left': -6.503296, 'left': -6.82411}
{' Left': -0.09197787, ' left': -2.6620195, ' Right': -4.2820473, 'Left': -6.5533237, 'left': -6.6931286}
{' Right': -0.57955235, ' Left': -1.6688219, ' right': -1.754937, ' left': -2.6026711, 'Right': -6.386479}
{' Right': -1.1870774, ' right': -1.4201459, ' Left': -1.4584378, ' left': -1.5302113, 'right': -6.611136}
{' Right': -1.1185973, ' Left': -1.2817367, ' right': -1.604109, ' left': -1.6604348, 'right': -6.506232}
{' Right': -1.0543127, ' Left': -1.0911341, ' left': -1.818532, ' right': -1.9050074, 'right': -6.640324}
{' Left': -0.99873286, ' Right': -1.0086645, ' left': -1.8753427, ' right': -2.2042916, 'left': -6.933423}
{' Left': -1.0144935, ' Right': -1.0378356, ' left': -1.8188605, ' right': -2.1355605, 'left': -7.124734}
{' Right': -0.8221023, ' Left': -0.98668545, ' right': -2.3196914, ' left': -2.453753, 'Right': -6.685199}
{' Right': -1.2554722, ' Left': -1.3163319, ' left': -1.4375439, ' right': -1.5813236, 'left': -6.8104815}
{' Left': -0.4756861, ' left': -0.9776983, 'left': -6.5746317, 'Left': -7.1218, ' Right': -9.714969}
{' left': -0.548013, ' Left': -0.8680679, 'left': -6.672911, 'Left': -7.724938, ' Right': -8.543624}
{' left': -0.6212621, ' Left': -0.7772679, 'left': -6.27163, 'Left': -7.1196275, ' Right': -8.681902}
{' left': -0.588572, ' Left': -0.8148733, 'left': -6.54814, 'Left': -7.4980145, ' Right': -9.685344}
{' left': -0.32173538, ' Left': -1.3004093, 'left': -6.1583843, 'Left': -7.7182574, ' "': -9.92066}
{' left': -0.39143783, ' Left': -1.1338505, 'left': -6.4340324, 'Left': -7.7144585, ' right': -10.949229}
{' Left': -0.58532137, ' left': -0.82591814, 'left': -6.4034204, ' Right': -6.57154, 'Left': -6.8645854}
{' left': -0.53744113, ' Left': -0.88252825, 'left': -6.5923533, 'Left': -7.620796, ' Right': -9.766751}
{' Right': -0.6476046, ' Left': -1.382527, ' right': -2.0189805, ' left': -2.4148376, 'Right': -6.582436}
{' Right': -0.6877925, ' right': -1.3872647, ' Left': -1.9025351, ' left': -2.3716455, 'right': -6.165474}
{' Right': -0.63478196, ' right': -1.347688, ' Left': -2.0519514, ' left': -2.5670557, 'right': -6.132104}
{' Right': -0.5011252, ' right': -1.3268069, ' Left': -2.5119476, ' left': -3.1650388, 'right': -5.9627247}
{' Right': -0.47650072, ' right': -1.195455, ' Left': -3.229686, ' left': -3.4165833, 'right': -6.2811074}
{' Right': -0.7416829, ' right': -1.2586429, ' Left': -2.0145004, ' left': -2.2835512, 'right': -6.1377916}
{' Right': -0.5264141, ' right': -1.3680336, ' Left': -2.2663012, ' left': -3.0713205, 'right': -6.2437444}
{' Right': -0.6176028, ' right': -1.2956443, ' Left': -2.2665, ' left': -2.53811, 'right': -6.2139864}
{' Left': -0.24130836, ' left': -1.5555974, 'left': -6.272915, 'Left': -6.832739, ' Right': -8.427584}
{' Left': -0.31032726, ' left': -1.3371598, 'left': -6.0681567, 'Left': -6.676807, ' Right': -7.983407}
{' Left': -0.4583629, ' left': -1.0113872, 'left': -6.0247293, 'Left': -6.98785, ' Right': -7.8707547}
{' Left': -0.3594494, ' left': -1.211132, 'left': -6.070659, 'Left': -6.8690944, ' Right': -7.656391}
{' Left': -0.18077214, ' left': -1.8165811, 'left': -6.565102, 'Left': -6.734929, ' "': -8.867974}
{' Left': -0.20042749, ' left': -1.7239603, 'left': -6.3523417, 'Left': -6.6752934, ' Right': -8.852851}
{' Left': -0.1907561, ' left': -1.7776226, ' Right': -6.372917, 'Left': -6.6862545, 'left': -6.7586365}
{' Left': -0.26362145, ' left': -1.4770175, 'left': -6.271182, 'Left': -6.775979, ' Right': -8.545228}
{' Left': -0.6120737, ' Right': -1.2357156, ' left': -2.1012056, ' right': -3.1759887, 'Right': -6.975654}
{' Left': -0.54684615, ' left': -1.6433066, ' Right': -1.7226541, ' right': -3.053295, 'left': -7.2954326}
{' Left': -0.3531496, ' left': -1.8154527, ' Right': -2.1809084, ' right': -3.9171965, 'Left': -7.265354}
{' Right': -0.8535009, ' Left': -1.0242125, ' left': -2.1406865, ' right': -2.364634, 'Right': -6.9715767}
{' Left': -0.40863383, ' left': -1.3037448, ' Right': -3.0502315, ' right': -4.258962, 'left': -6.868049}
{' Left': -0.29099062, ' left': -1.7260264, ' Right': -2.7992094, ' right': -4.458805, 'Left': -7.0530066}
{' Left': -0.6053814, ' left': -1.5709329, ' Right': -1.6879067, ' right': -2.827225, 'left': -7.2922597}
{' Left': -0.3716286, ' left': -1.6572827, ' Right': -2.3152187, ' right': -3.945233, 'Left': -7.437517}
{' Left': -0.26370966, ' left': -1.4712769, 'Left': -7.18254, 'left': -7.273624, ' Right': -7.7495794}
{' Left': -0.6860469, ' left': -0.70881116, ' Right': -6.4271617, ' right': -6.692787, 'left': -7.171896}
{' Left': -0.5788526, ' left': -0.8321295, ' Right': -6.369143, ' right': -6.909091, 'left': -7.0612783}
{' Left': -0.39494064, ' left': -1.1596597, ' Right': -4.855798, ' right': -6.032914, 'left': -6.951985}
{' Left': -0.46760267, ' left': -0.99220747, 'left': -6.7421575, 'Left': -7.1972947, ' Right': -7.839604}
{' Left': -0.5497292, ' left': -0.86568725, 'left': -6.971955, 'Left': -7.435355, ' Right': -8.016328}
{' Left': -0.3404492, ' left': -1.2502774, 'Left': -7.290103, 'left': -7.372634, ' Right': -7.7578073}
{' Left': -0.35996866, ' left': -1.2055286, ' Right': -7.018825, 'left': -7.15727, 'Left': -7.4137306}
{' Left': -0.73728245, ' Right': -0.89387006, ' left': -2.6835487, ' right': -3.1544921, 'Right': -7.47918}
{' Right': -0.54155177, ' Left': -1.2699015, ' right': -2.4701653, ' left': -2.981909, 'Right': -7.0594864}
{' Right': -0.77047867, ' Left': -0.8305849, ' left': -2.8952842, ' right': -3.1058266, 'Right': -7.54812}
{' Right': -0.52645755, ' Left': -1.1161106, ' right': -3.1494567, ' left': -3.3149536, 'Right': -7.037125}
{' Right': -0.4078711, ' Left': -1.5370883, ' right': -2.545427, ' left': -3.24818, 'Right': -6.6514297}
{' Right': -0.665884, ' Left': -1.0560476, ' right': -2.6303158, ' left': -2.7407417, 'Right': -7.2431984}
{' Left': -0.68738157, ' Right': -1.1226653, ' left': -2.217693, ' right': -2.7991598, 'Right': -7.374429}
{' Right': -0.69452727, ' Left': -1.1497523, ' right': -2.3362222, ' left': -2.4614398, 'Right': -7.203123}
{' Left': -0.14717257, ' left': -2.008371, 'Left': -6.797298, 'left': -7.044147, ' Right': -7.5737166}
{' Left': -0.1920374, ' left': -1.7572324, 'Left': -7.16204, 'left': -7.2473674, ' Right': -7.631698}
{' Left': -0.19560471, ' left': -1.7418599, 'Left': -7.0582123, 'left': -7.2041726, ' Right': -7.378819}
{' Left': -0.22177951, ' left': -1.6423707, ' Right': -6.0023255, 'left': -6.8690376, 'Left': -6.8997974}
{' Left': -0.22039433, ' left': -1.6307603, 'Left': -7.035877, 'left': -7.070076, ' Right': -8.883715}
{' Left': -0.17344145, ' left': -1.8495698, 'Left': -7.0916157, 'left': -7.2917066, ' Right': -8.118317}
{' Left': -0.30007368, ' left': -1.3605862, 'left': -7.0966945, 'Left': -7.1536503, ' Right': -7.1831183}
{' Left': -0.30590868, ' left': -1.3418412, 'left': -7.0946984, 'Left': -7.2738285, ' Right': -7.7105374}
{' Right': -0.4572336, ' Left': -1.2950078, ' left': -3.0129929, ' right': -3.1808321, 'Right': -6.726991}
{' Left': -0.5987837, ' Right': -1.2698424, ' left': -1.995085, ' right': -3.4758987, 'Left': -7.1816216}
{' Left': -0.559288, ' Right': -1.2205391, ' left': -2.2393703, ' right': -3.7204416, 'Left': -7.1482844}
{' Left': -0.76352835, ' Right': -0.87382454, ' left': -2.4674485, ' right': -3.5370188, 'Right': -7.2346997}
{' Right': -0.6801672, ' Left': -0.9465284, ' left': -2.6246595, ' right': -3.4757926, ' "': -7.337434}
{' Right': -0.7573734, ' Left': -0.8447376, ' left': -2.634336, ' right': -3.593942, 'Right': -7.427619}
{' Right': -0.17835127, ' Left': -2.2971828, ' right': -3.1684542, ' left': -4.0145764, ' "': -6.6649423}
{' Left': -0.53655255, ' Right': -1.0908166, ' left': -2.742588, ' right': -4.3416367, ' "': -7.4351673}
{' Left': -0.24677198, ' left': -1.5304787, 'Left': -6.851554, 'left': -7.230067, ' "': -8.416026}
{' Left': -0.26095688, ' left': -1.4997396, ' Right': -5.597636, 'Left': -6.974721, 'left': -7.118924}
{' Left': -0.24185197, ' left': -1.6275083, ' Right': -4.23534, ' right': -6.4685473, 'Left': -7.0484695}
{' Left': -0.23579372, ' left': -1.5760398, ' Right': -6.8902726, 'Left': -6.9954925, 'left': -7.281286}
{' Left': -0.37933978, ' left': -1.1630217, ' "': -6.8194127, 'left': -6.8910327, 'Left': -6.979165}
