{' Right': -0.019237828, ' right': -3.9719508, 'Right': -9.226725, ' "': -9.861021, 'right': -10.116972}
{' Left': -0.032994125, ' left': -3.4561696, ' Right': -8.054258, 'left': -8.073896, 'Left': -8.27091}
{' Right': -0.01902658, ' right': -3.997605, 'Right': -8.400131, 'right': -8.729187, ' Left': -9.485689}
{' Left': -0.058636576, ' left': -3.1091661, ' Right': -4.495345, 'left': -7.67182, ' right': -7.9671636}
{' Right': -0.11904866, ' right': -2.4538417, ' Left': -4.6902976, 'Right': -4.79474, 'right': -4.9228773}
{' Right': -0.3982654, ' right': -1.8483615, ' Left': -2.18934, ' left': -3.452066, 'right': -4.2233596}
{' Right': -0.28323847, ' right': -1.4942389, 'right': -4.3191442, 'Right': -4.777749, ' ': -8.318036}
{' Left': -0.58064574, ' Right': -1.4764072, ' left': -1.977258, ' right': -2.9031382, 'left': -5.117255}
{' Left': -0.53250164, ' Right': -1.2527375, ' left': -2.295424, ' right': -3.6734333, 'left': -7.741171}
{' Right': -0.09033131, ' Left': -3.0313005, ' right': -3.4256794, ' left': -5.264417, 'Right': -8.262301}
{' Right': -0.09378092, ' right': -2.7527947, ' Left': -3.8793433, ' left': -5.3892956, 'Right': -8.193045}
{' Left': -0.3679801, ' left': -1.3431541, ' Right': -3.2835264, ' right': -4.794095, 'left': -7.2367373}
{' Left': -0.45631865, ' left': -1.398999, ' Right': -2.3321748, ' right': -4.0249543, 'left': -5.819977}
{' Right': -0.0920391, ' Left': -2.9759617, ' right': -3.5185223, ' left': -5.2966666, 'Right': -6.5883784}
{' Right': -0.09289641, ' right': -2.6967285, ' Left': -4.1810865, ' left': -5.6081624, 'right': -6.720212}
{' Left': -0.4744143, ' left': -1.0245222, ' Right': -4.5473604, 'left': -5.5418367, ' right': -5.732709}
{' Left': -0.43904474, ' left': -1.6309736, ' Right': -2.0030687, ' right': -4.033876, 'left': -5.5873613}
{' Right': -0.84869397, ' Left': -0.9179594, ' left': -2.164549, ' right': -2.9615536, 'left': -6.263988}
{' Left': -0.8010175, ' Right': -1.082563, ' left': -1.9093149, ' right': -2.8561435, 'left': -5.864776}
{' Left': -0.5560115, ' left': -1.333872, ' Right': -2.0835936, ' right': -3.4746118, 'left': -5.33292}
{' Left': -0.6016503, ' left': -0.8781052, ' Right': -3.8287904, ' right': -4.4146023, 'left': -6.3307204}
{' Right': -0.16960157, ' right': -2.081047, ' Left': -3.8029022, ' left': -4.912237, 'right': -7.214756}
{' Right': -0.6219225, ' right': -1.114213, ' left': -2.6741743, ' Left': -2.7634401, 'right': -6.3897653}
{' left': -0.560363, ' Left': -1.02695, ' right': -3.2632763, ' Right': -3.5428782, 'left': -5.914775}
{' Left': -0.4538016, ' left': -1.1173891, ' Right': -3.8868284, 'left': -4.905206, 'Left': -5.1683683}
{' Right': -0.13653843, ' right': -2.59253, ' Left': -3.3920832, ' left': -4.5107145, 'Right': -5.4120417}
{' Right': -0.7287071, ' Left': -1.1099136, ' left': -2.0668647, ' right': -3.006308, 'left': -5.5358033}
{' Left': -0.43620092, ' left': -1.2812594, ' Right': -2.8980234, ' right': -4.554065, 'left': -5.123302}
{' Left': -0.24020837, ' left': -1.8110033, ' Right': -3.121325, ' right': -5.6928906, 'left': -6.353291}
{' Right': -0.047829457, ' Left': -3.7216213, ' right': -3.900706, ' left': -6.4821057, 'Right': -7.7105145}
{' Right': -0.10721384, ' right': -2.7624931, ' Left': -3.4818206, ' left': -5.0312304, 'right': -7.460998}
{' Left': -0.32830277, ' left': -1.2845329, 'left': -6.34556, ' Right': -7.350455, 'Left': -7.4674287}
{' left': -0.5644951, ' Left': -0.9477463, ' right': -4.0466228, ' Right': -4.1306987, 'left': -5.1769085}
{' Right': -0.7878256, ' right': -1.5920631, ' Left': -1.6068354, ' left': -2.0574846, 'Right': -5.26714}
{' left': -0.97024935, ' Left': -1.3598673, ' right': -1.7153037, ' Right': -1.7652438, 'left': -5.425489}
{' left': -0.75118965, ' Left': -0.94232893, ' Right': -2.7050815, ' right': -2.8108208, 'left': -5.1882052}
{' Left': -0.11684458, ' left': -2.3256724, ' Right': -4.47947, 'left': -7.476969, ' right': -7.726242}
{' Right': -0.015589265, ' right': -4.2489343, ' Left': -7.0701356, 'Right': -8.645506, 'right': -9.207599}
{' Right': -0.70795184, ' Left': -0.7995409, ' left': -3.1973891, ' right': -4.1196012, 'left': -8.077943}
{' Right': -0.04437097, ' right': -3.3802567, ' Left': -4.823597, ' left': -7.043947, 'right': -8.2929}
{' left': -0.5254078, ' Left': -0.95883185, ' Right': -4.5195446, 'left': -4.78747, ' right': -5.2464733}
{' Right': -0.18568864, ' right': -2.3444066, ' Left': -3.003138, ' left': -3.953856, 'right': -6.023249}
{' Right': -0.23953713, ' right': -1.9501218, ' Left': -3.1386077, ' left': -3.7840583, 'right': -5.7955265}
{' Left': -0.5905759, ' left': -0.931299, ' Right': -3.3284888, ' right': -4.611921, 'left': -5.3080115}
{' left': -1.0883849, ' Right': -1.2472613, ' Left': -1.3134921, ' right': -2.2829325, 'left': -5.9221535}
{' Right': -0.56865066, ' Left': -1.4212756, ' left': -2.1279137, ' right': -2.6695685, 'right': -6.6129518}
{' Right': -0.1424558, ' right': -2.7109523, ' Left': -2.9728925, ' left': -4.3981757, 'right': -6.545316}
{' Left': -0.6245686, ' left': -0.90775836, ' Right': -3.1531806, ' right': -4.304542, 'left': -5.6089263}
{' left': -0.47540167, ' Left': -0.99989784, 'left': -5.591658, ' Right': -5.6051984, ' right': -5.959532}
{' Right': -0.22539397, ' right': -1.6213766, 'right': -6.5676007, ' Left': -6.6702123, ' left': -7.059706}
{' Right': -0.8038853, ' right': -1.3624809, ' left': -1.8704288, ' Left': -1.9821099, 'right': -6.007169}
{' Right': -0.6443381, ' right': -0.9215579, ' left': -3.1930306, ' Left': -3.4867928, 'right': -5.4662604}
{' left': -0.5053803, ' Left': -1.1457686, ' Right': -3.0986705, ' right': -3.6329186, 'left': -5.174264}
{' Left': -0.6946816, ' left': -0.9650502, ' Right': -2.414246, ' right': -3.912081, 'left': -4.9529614}
{' Right': -0.8894609, ' Left': -1.0107131, ' left': -1.9006913, ' right': -2.7027295, 'left': -5.7724757}
{' Left': -0.6481555, ' left': -0.81145126, ' Right': -3.9889088, ' right': -4.9750366, 'left': -5.1593075}
{' Left': -0.32190567, ' left': -1.325774, ' Right': -5.065228, 'left': -6.2013764, ' right': -7.0768723}
{' Right': -0.0312681, ' right': -3.858634, ' Left': -4.854459, ' left': -7.0928216, 'Right': -7.424809}
{' Left': -0.49297673, ' Right': -1.2419583, ' left': -2.4509218, ' right': -4.4242797, 'left': -6.7123065}
{' Right': -0.088967904, ' right': -2.6598735, ' Left': -4.47553, ' left': -5.9507017, 'right': -7.2827177}
{' left': -0.23539706, ' right': -1.9605366, ' Left': -3.2111182, ' Right': -4.0632205, 'left': -4.8888335}
{' right': -0.51428044, ' Right': -1.3879491, ' left': -2.1803668, ' Left': -3.8079622, 'right': -4.4043217}
{' Right': -0.5022387, ' right': -1.3121294, ' Left': -2.8905292, ' left': -2.912601, 'right': -4.638225}
{' left': -0.5512291, ' Left': -0.9947945, ' Right': -3.6897004, ' right': -4.002986, 'left': -4.8576694}
{' Left': -0.32759586, ' Right': -1.653491, ' left': -2.630994, ' right': -4.2306757, 'Left': -7.596558}
{' Right': -0.45779106, ' right': -1.6520336, ' Left': -2.09072, ' left': -3.0399196, 'right': -6.274468}
{' left': -0.47985154, ' Left': -0.97536546, 'left': -5.96785, 'Left': -7.333445, ' e': -7.446657}
{' Right': -0.38776714, ' right': -1.1900495, ' Left': -4.727689, ' left': -5.144794, 'right': -6.500621}
{' Left': -0.32725918, ' left': -1.3282127, 'left': -5.1576176, 'Left': -5.8180103, ' Right': -6.086511}
{' right': -0.66038305, ' Right': -0.8614558, ' left': -4.0621943, ' Left': -4.389585, 'right': -4.4221435}
{' left': -0.21288048, ' Left': -1.6908983, 'left': -5.180808, 'Left': -6.9416804, ' e': -7.2606273}
{' right': -0.5741825, ' Right': -0.86262137, 'right': -4.667124, 'Right': -5.8193603, ' left': -6.7054977}
{' Left': -0.12684365, ' left': -2.2398882, 'Left': -5.75043, ' Right': -5.780925, 'left': -5.906333}
{' Right': -0.41058618, ' right': -1.2654065, ' Left': -4.222672, 'right': -4.446629, ' left': -4.9531693}
{' left': -0.38322267, ' Left': -1.2753564, ' e': -3.6328313, 'left': -4.651478, 'Left': -6.2862525}
{' Right': -0.54572314, ' right': -0.9329607, 'right': -4.4479923, ' Left': -5.295, ' left': -5.31246}
{' left': -0.6136221, ' Left': -0.8518099, ' even': -4.4795413, 'left': -5.3412776, ' Right': -5.4086833}
{' right': -0.3360621, ' Right': -2.2297027, ' e': -2.6093013, ' even': -2.7364795, ' left': -4.1018414}
{' left': -0.12198971, ' Left': -2.3444092, ' e': -4.369226, 'left': -5.247894, 'Left': -7.3039546}
{' right': -0.30103156, ' Right': -1.4044443, 'right': -5.084685, ' left': -5.482514, 'Right': -6.3225994}
{' Left': -0.09588738, ' left': -2.5028467, 'Left': -5.236558, 'left': -6.031739, ' Right': -7.3593855}
{' Right': -0.18659918, ' right': -2.3521683, ' Left': -3.1859658, 'Right': -4.6505504, ' left': -4.9606643}
{' Left': -0.692719, ' left': -0.72542435, 'left': -4.627678, 'Left': -5.480206, ' e': -6.6080246}
{' Right': -0.26869807, ' right': -1.5426201, 'Right': -5.062374, 'right': -5.0897007, ' Left': -5.1737614}
{' Left': -0.43189162, ' left': -1.8302757, ' Even': -2.4595673, ' even': -2.961234, ' Right': -3.8080795}
{' e': -1.0340307, ' Right': -1.415981, ' Even': -1.7937049, ' even': -1.8946056, ' right': -3.0473056}
{' left': -0.7300234, ' Left': -0.89076906, ' e': -2.2903337, 'left': -5.6161966, 'Left': -6.467875}
{' Right': -0.26397032, ' right': -1.6405666, ' e': -4.4278073, ' Left': -4.6955533, 'right': -5.3043733}
{' Left': -0.6841977, ' left': -0.883386, 'left': -3.3983452, 'Left': -3.761678, ' Right': -4.5746145}
{' right': -0.43956915, ' Right': -1.6388699, 'right': -2.0138376, 'Right': -3.7764106, ' left': -6.4191566}
{' left': -0.23853706, ' Left': -1.8408282, 'left': -3.1566432, 'Left': -4.524519, ' ': -9.086068}
{' right': -0.29466167, ' Right': -1.9332991, 'right': -2.3354158, 'Right': -4.353671, ' ': -7.6487665}
{' Left': -0.21370675, ' Right': -1.8337781, ' left': -3.5861068, ' right': -5.442964, 'left': -8.1853895}
{' Left': -0.51736873, ' Right': -0.9578384, ' left': -4.3028607, ' right': -5.0928917, 'left': -8.542959}
{' Left': -0.37865493, ' Right': -1.360045, ' left': -3.0946279, ' right': -4.3881993, 'left': -7.7035832}
{' Right': -0.58647275, ' Left': -0.9349453, ' right': -3.5146453, ' left': -3.8789165, 'right': -8.421298}
{' Left': -0.101805836, ' left': -2.6998224, ' Right': -3.657519, 'left': -6.5193677, ' right': -6.6145806}
{' Left': -0.6347038, ' Right': -0.81420636, ' left': -4.066367, ' right': -4.7653627, 'left': -7.8787374}
{' Left': -0.40929216, ' Right': -1.4018515, ' left': -2.663206, ' right': -4.048437, 'left': -6.668607}
{' Left': -0.3740238, ' Right': -1.6182064, ' left': -2.4114802, ' right': -3.840464, 'left': -6.6440034}
{' Left': -0.15641595, ' Right': -2.2141302, ' left': -3.4693696, ' right': -5.666614, 'left': -7.749483}
{' Left': -0.08415697, ' Right': -2.7481658, ' left': -4.199591, ' right': -7.054211, 'Left': -7.7517037}
{' Left': -0.17038985, ' Right': -2.2295158, ' left': -3.1342723, ' right': -5.47074, 'left': -7.3906655}
{' Left': -0.51574373, ' Right': -1.0363564, ' left': -3.5056767, ' right': -4.085007, 'left': -7.802771}
{' Left': -0.2234582, ' left': -2.148179, ' Right': -2.646119, ' right': -4.610862, 'left': -6.6006646}
{' Left': -0.63641745, ' Right': -0.94459355, ' left': -2.9968126, ' right': -3.5170078, 'left': -7.2218356}
{' Left': -0.8137534, ' Right': -1.1797928, ' left': -1.8490851, ' right': -2.4355662, 'left': -6.275297}
{' Left': -0.5228093, ' Right': -1.6674625, ' left': -1.8238213, ' right': -2.9327383, 'left': -6.366369}
{' Left': -0.035020355, ' Right': -3.9541104, ' left': -4.3107524, 'Left': -6.7620587, 'left': -7.9510546}
{' Left': -0.06372954, ' Right': -3.008151, ' left': -4.574128, 'Left': -6.723195, ' right': -7.795653}
{' Left': -0.084147505, ' Right': -3.1241102, ' left': -3.416253, 'Left': -6.3715334, ' right': -6.8401556}
{' Left': -0.080200784, ' Right': -2.847775, ' left': -4.100884, ' right': -6.895752, 'Left': -6.9075317}
{' Left': -0.061743356, ' Right': -3.2996256, ' left': -3.8267825, ' right': -7.2625327, 'Left': -8.224926}
{' Left': -0.081340075, ' Right': -2.7127316, ' left': -4.561919, ' right': -7.3428946, 'Left': -8.045613}
{' Left': -0.09788639, ' Right': -2.6622117, ' left': -3.8485594, ' right': -6.6396766, 'Left': -7.9242525}
{' Left': -0.119540654, ' Right': -2.4186966, ' left': -3.8588555, ' right': -6.234077, 'Left': -8.308153}
{' Left': -0.23218961, ' left': -1.6922592, ' Right': -4.6742234, 'Left': -5.1415467, 'left': -5.2085304}
{' Right': -0.49094546, ' Left': -1.2755313, ' right': -2.8285956, ' left': -3.3333943, 'Right': -5.167566}
{' Left': -0.7453419, ' Right': -1.3671395, ' left': -1.7362381, ' right': -2.5891643, 'left': -5.0552173}
{' Left': -0.43293738, ' left': -1.4305265, ' Right': -2.5924528, ' right': -3.6838605, 'left': -5.1807284}
{' Right': -0.029495118, ' right': -3.5592725, ' Left': -8.40375, 'Right': -8.433985, 'right': -8.963008}
{' Left': -0.12094073, ' left': -2.2166932, ' Right': -5.553352, 'left': -7.6058764, ' right': -7.9757075}
{' Right': -0.20295721, ' right': -1.6976337, 'right': -7.867624, 'Right': -8.738056, ' RIGHT': -11.027922}
{' Left': -0.22692496, ' left': -1.6899264, ' Right': -4.2371273, ' right': -5.802089, 'left': -7.1630397}
{' Right': -0.029163001, ' right': -3.6793668, ' Left': -6.2378383, 'Right': -7.1236773, 'right': -7.4844427}
{' Left': -0.10122104, ' left': -2.3745518, 'left': -6.2555075, 'Left': -7.265596, ' Right': -7.516248}
{' Right': -0.097705446, ' right': -2.3945346, 'right': -6.8310385, 'Right': -7.4825735, ' Left': -8.678491}
{' Left': -0.10184061, ' left': -2.3677096, 'left': -6.1294475, 'Left': -7.120206, ' Right': -9.043664}
{' Right': -0.0088370135, ' right': -5.0099792, ' Left': -7.0057755, 'Right': -7.044874, 'right': -8.319599}
{' Left': -0.027718153, ' left': -3.6570284, 'left': -7.2094464, 'Left': -7.258496, ' Right': -9.539021}
{' Right': -0.027785009, ' right': -3.6569908, 'Right': -6.9859695, 'right': -7.4699636, ' Left': -10.044806}
{' Left': -0.05373833, ' left': -3.023686, ' Right': -6.585082, 'left': -6.7269545, 'Left': -6.9004536}
{' Right': -0.09000497, ' right': -2.6233091, ' Left': -4.516591, ' left': -6.8105955, 'Right': -7.168509}
{' Left': -0.3517339, ' left': -1.9478872, ' Right': -2.1477106, ' right': -3.353416, 'left': -6.6327033}
{' Right': -0.595331, ' right': -0.807207, 'right': -6.25522, 'Right': -7.587415, ' ': -10.291486}
{' Left': -0.53719264, ' left': -1.2645754, ' Right': -2.4839585, ' right': -3.056304, 'left': -6.2547975}
{' Right': -0.012155709, ' right': -4.6020164, 'Right': -6.4890494, 'right': -8.229322, ' Left': -8.737005}
{' Left': -0.06742147, ' left': -2.781956, 'left': -6.3667145, 'Left': -6.488636, ' Right': -10.689175}
{' Right': -0.038777772, ' right': -3.3569157, 'Right': -6.147371, 'right': -6.9186373, ' ': -10.115073}
{' Left': -0.07060539, ' left': -2.762004, 'Left': -5.8846197, 'left': -6.137927, ' ': -10.238635}
{' Right': -0.0071928897, ' right': -5.028599, ' Left': -8.032791, 'Right': -8.490688, 'right': -9.816597}
{' Left': -0.04626783, ' left': -3.1213868, ' Right': -7.625663, 'left': -7.87226, 'Left': -8.401511}
{' Right': -0.035173334, ' right': -3.3773537, 'right': -8.4997, 'Right': -8.602946, ' Left': -11.1683445}
{' Left': -0.05797278, ' left': -2.912892, ' Right': -6.7898145, 'left': -7.452875, 'Left': -8.3528805}
{' Right': -0.14071913, ' right': -2.1691346, 'Right': -4.7457223, 'right': -4.847714, ' Left': -8.53969}
{' Left': -0.42064634, ' left': -1.238838, ' Right': -3.7012022, 'left': -4.342136, ' right': -4.713365}
{' Right': -0.36387986, ' right': -1.2559869, 'right': -4.414884, 'Right': -4.8390236, ' ': -8.588647}
{' Left': -0.4698222, ' left': -1.0628227, 'left': -4.448382, ' Right': -4.9138393, 'Left': -5.210682}
{' Left': -0.23849091, ' left': -1.5577142, 'left': -7.075727, ' Right': -7.670707, 'Left': -8.480623}
{' Right': -0.042766303, ' right': -3.185571, 'Right': -8.408881, 'right': -8.505803, ' Left': -9.712236}
{' Left': -0.14316374, ' left': -2.0247955, 'left': -7.3121967, 'Left': -7.9719744, ' Right': -8.038547}
{' Right': -0.056137756, ' right': -2.9123576, 'Right': -8.886337, 'right': -9.257599, ' RIGHT': -11.936942}
{' Left': -0.4836754, ' left': -0.9783081, 'left': -5.060274, 'Left': -7.277157, ' Right': -7.811699}
{' Right': -0.040258244, ' right': -3.280258, 'Right': -7.0980372, 'right': -7.392551, ' Left': -8.065455}
{' Left': -0.17102203, ' left': -1.8850284, 'left': -5.900726, ' Right': -6.504608, 'Left': -6.9439564}
{' Right': -0.1678708, ' right': -1.8797866, 'right': -6.7437367, 'Right': -7.2674756, ' RIGHT': -11.198757}
{' Left': -0.6332901, ' left': -0.7680824, 'left': -5.6383634, ' Right': -7.0602975, 'Left': -7.509621}
{' Right': -0.10985361, ' right': -2.2862568, 'Right': -6.8929915, 'right': -6.906816, ' Left': -8.510008}
{' left': -0.60765314, ' Left': -0.79956675, 'left': -5.327694, 'Left': -7.2401867, ' Right': -8.817249}
{' Right': -0.3643256, ' right': -1.1929102, 'right': -6.617614, 'Right': -7.403887, ' ': -10.7664995}
{' left': -0.23789227, ' Left': -1.5694467, 'left': -6.2125163, ' right': -7.0360394, ' Right': -7.592874}
{' Right': -0.38091305, ' right': -1.1578926, 'right': -6.593485, 'Right': -7.5978503, ' left': -7.9273224}
{' left': -0.39675605, ' Left': -1.131913, 'left': -5.7359548, ' right': -7.2544537, ' Right': -7.3182225}
{' right': -0.6480085, ' Right': -0.7446634, 'right': -6.448116, 'Right': -7.8408546, ' left': -11.13124}
{' left': -0.59257716, ' Left': -0.8196852, 'left': -5.245077, 'Left': -6.761963, ' Right': -9.6711235}
{' Right': -0.1681254, ' right': -1.8992597, 'Right': -5.931818, 'right': -6.132498, ' Left': -9.473779}
{' Left': -0.5639583, ' left': -0.86624444, 'left': -4.8947268, 'Left': -5.9499288, ' Right': -8.252242}
{' Right': -0.3092499, ' right': -1.3401164, 'right': -6.025198, 'Right': -6.3658233, ' ': -10.536402}
{' Left': -0.16967177, ' left': -1.866205, 'left': -6.8683066, 'Left': -8.199469, ' Right': -10.409422}
{' Right': -0.010574824, ' right': -4.61504, 'Right': -8.1470585, ' Left': -8.632479, 'right': -8.999401}
{' Left': -0.2840353, ' left': -1.4078088, 'left': -6.1865845, 'Left': -7.590843, ' "': -11.447112}
{' Right': -0.028816514, ' right': -3.5726206, 'Right': -8.605691, 'right': -8.973137, ' RIGHT': -12.149329}
{' left': -0.1924447, ' Left': -1.8244579, 'left': -4.539384, ' right': -6.5191116, 'Left': -6.9390264}
{' Right': -0.5794583, ' right': -0.85112, 'right': -4.692827, 'Right': -5.790863, ' left': -8.298965}
{' left': -0.3699295, ' Left': -1.2008125, 'left': -5.0549326, 'Left': -6.347003, ' right': -9.751113}
{' right': -0.5591145, ' Right': -0.8700372, 'right': -4.9231014, 'Right': -6.2391148, ' ': -9.764639}
{' Left': -0.25445643, ' Right': -1.7943239, ' left': -2.964383, ' right': -5.067847, 'Left': -8.333978}
{' Right': -0.11179231, ' right': -2.253392, 'Right': -8.085684, 'right': -8.207529, ' Left': -9.2208}
{' Left': -0.33932042, ' left': -1.2653153, ' Right': -5.6111403, ' right': -6.801253, 'left': -7.55143}
{' Right': -0.05588201, ' right': -2.9885905, ' Left': -5.843516, ' left': -7.724331, 'Right': -7.8699074}
{' Left': -0.15117633, ' left': -2.0213907, 'left': -5.8721614, 'Left': -5.958293, ' Right': -6.6386766}
{' Right': -0.31948578, ' right': -1.3996402, ' Left': -4.960992, 'right': -5.169881, ' Even': -5.361106}
{' left': -0.59206486, ' Left': -0.81923395, 'left': -5.3912535, 'Left': -6.581523, ' ': -9.944221}
{' Right': -0.31054547, ' right': -1.3705354, 'right': -5.361563, ' Left': -5.7966366, 'Right': -5.838841}
{' Left': -0.068136826, ' left': -2.818009, ' Right': -6.128958, 'Left': -6.244398, 'left': -6.73168}
{' Right': -0.15838116, ' right': -2.1509404, ' Left': -4.3280053, 'right': -5.3588433, ' Even': -5.484305}
{' Left': -0.4030821, ' left': -1.1243385, 'left': -5.4186974, 'Left': -6.1827254, ' e': -8.88941}
{' Right': -0.15350184, ' right': -2.1703932, ' Left': -4.1062107, ' left': -5.375263, 'right': -5.564533}
{' Left': -0.58324414, ' left': -0.85624677, 'left': -5.446775, ' Right': -5.6458354, ' even': -5.948228}
{' right': -0.38031337, ' Right': -1.3621554, ' even': -3.9806283, ' left': -4.3757052, 'right': -4.5029655}
{' left': -0.18581317, ' Left': -1.8113948, 'left': -5.4101744, 'Left': -7.1213427, ' e': -7.3232827}
{' right': -0.47354433, ' Right': -1.0241691, ' left': -4.9653826, 'right': -5.0889044, ' Left': -5.9427843}
{' Left': -0.07092123, ' left': -2.801409, 'Left': -5.2208443, 'left': -6.2566867, ' Right': -8.131544}
{' Right': -0.084175125, ' right': -2.8967037, ' Left': -4.616432, 'Right': -4.937393, 'right': -5.5328727}
{' Left': -0.20505297, ' left': -1.723478, 'left': -5.6463747, 'Left': -5.707074, ' ': -10.03992}
{' Right': -0.094430014, ' right': -2.5760205, ' Left': -5.231854, 'Right': -5.437693, 'right': -5.9469476}
{' Left': -0.26588586, ' Right': -1.6883043, ' left': -3.237163, ' right': -5.4735847, ' Even': -5.7821875}
{' Right': -0.28885084, ' right': -1.4053518, 'right': -6.044193, 'Right': -6.5351577, ' Left': -7.0659823}
{' Left': -0.34079686, ' left': -1.2573255, 'left': -6.379247, 'Left': -6.7618914, ' e': -7.265931}
{' Right': -0.04274826, ' right': -3.5581517, ' Left': -4.5478005, 'Right': -6.8554177, ' left': -6.8910923}
{' Left': -0.5280072, ' left': -1.0383469, 'left': -3.6994643, 'Left': -3.790172, ' Right': -5.526045}
{' right': -0.59109825, ' Right': -1.2653515, 'right': -2.0289302, 'Right': -3.5695372, ' left': -6.539764}
{' left': -0.32589597, ' Left': -1.5168045, 'left': -3.0992477, 'Left': -4.3065205, ' ': -8.972209}
{' right': -0.4459758, ' Right': -1.3399442, 'right': -2.5557876, 'Right': -4.0253043, ' left': -6.8337545}
{' Left': -0.51276237, ' left': -1.3203852, ' Right': -2.3007815, ' right': -3.4528391, 'left': -6.3619766}
{' Left': -0.5125702, ' Right': -1.2012832, ' left': -2.6121855, ' right': -3.665528, 'left': -7.178034}
{' Left': -0.4714837, ' left': -1.5845759, ' Right': -1.9541498, ' right': -3.6082654, 'left': -6.424397}
{' Left': -0.957869, ' Right': -1.1905006, ' left': -1.7196735, ' right': -2.031386, 'left': -6.9160366}
{' Left': -0.08553794, ' left': -2.9356086, ' Right': -3.6963356, 'left': -6.257426, ' right': -6.642119}
{' Left': -0.4604676, ' Right': -1.0639871, ' left': -4.116475, ' right': -5.0980406, 'left': -7.4258966}
{' Left': -0.32102653, ' Right': -1.5306841, ' left': -3.0850377, ' right': -4.6187906, 'left': -6.5235186}
{' Left': -0.29305252, ' Right': -1.7474782, ' left': -2.768215, ' right': -4.2330337, 'left': -6.5359583}
{' Left': -0.24676783, ' Right': -1.7381027, ' left': -3.3232677, ' right': -5.237946, 'left': -7.1742177}
{' Left': -0.0984831, ' Right': -2.6498423, ' left': -3.8587177, ' right': -6.8367696, 'left': -7.6899824}
{' Left': -0.15011084, ' Right': -2.4545047, ' left': -3.0162587, ' right': -5.8348703, 'left': -7.004687}
{' Left': -0.30758062, ' Right': -1.6017796, ' left': -2.9736304, ' right': -4.5603137, 'left': -7.060657}
{' Left': -0.33261177, ' left': -1.6134098, ' Right': -2.7668216, ' right': -4.037022, 'left': -6.158942}
{' Left': -0.4738156, ' Right': -1.1768662, ' left': -3.0681834, ' right': -3.8805196, 'left': -7.183114}
{' Left': -0.67920226, ' left': -1.381225, ' Right': -1.7723399, ' right': -2.6971502, 'left': -5.912614}
{' Left': -0.61517924, ' left': -1.5056937, ' Right': -1.8507178, ' right': -2.5727615, 'left': -6.0951843}
{' Left': -0.05008608, ' left': -3.6045866, ' Right': -3.9685698, 'Left': -6.706336, 'left': -6.880286}
{' Left': -0.08594382, ' Right': -2.9096205, ' left': -3.7326264, 'Left': -6.5003095, 'left': -6.75144}
{' Left': -0.10739339, ' left': -2.8463135, ' Right': -3.2609217, ' right': -6.308214, 'left': -6.314235}
{' Left': -0.18203264, ' Right': -2.093688, ' left': -3.311997, ' right': -5.400075, 'left': -6.9360013}
{' Left': -0.13906388, ' left': -2.7114496, ' Right': -2.8293903, ' right': -6.006669, 'left': -6.828942}
{' Left': -0.060662184, ' Right': -3.1768615, ' left': -4.173552, ' right': -7.4493895, 'Left': -7.49729}
{' Left': -0.12139388, ' Right': -2.605103, ' left': -3.301148, ' right': -6.1246414, 'left': -7.197754}
{' Left': -0.114945725, ' Right': -2.5359166, ' left': -3.6211503, ' right': -6.1922774, 'left': -8.199061}
{' Left': -0.20239449, ' left': -1.7950572, ' Right': -5.025223, 'left': -5.3658047, 'Left': -5.4176154}
{' Left': -0.21861495, ' Right': -2.1265569, ' left': -2.791674, ' right': -4.814207, 'Left': -5.5313663}
{' Left': -0.3991201, ' left': -1.427139, ' Right': -2.8564432, ' right': -4.0708365, 'left': -4.884809}
{' Left': -0.39366403, ' left': -1.340573, ' Right': -3.2602715, ' right': -4.161019, 'left': -5.148644}
{' Right': -0.023749614, ' right': -3.998479, ' Left': -5.3610487, 'Right': -8.730811, ' left': -8.74219}
{' Left': -0.2008773, ' Right': -2.0167096, ' left': -3.1913326, ' right': -4.9213915, 'left': -8.194161}
{' Right': -0.08477416, ' right': -2.515812, 'right': -8.37092, 'Right': -8.7711525, ' Left': -9.498814}
{' Left': -0.1539284, ' left': -2.5447268, ' Right': -2.8394046, ' right': -5.3112063, 'left': -7.634048}
{' Right': -0.016515255, ' right': -4.3985167, ' Left': -5.8849783, 'Right': -7.0947404, 'right': -8.074618}
{' Left': -0.07738201, ' left': -2.6661232, ' Right': -5.9748306, 'left': -6.4414697, 'Left': -7.356335}
{' Right': -0.04543902, ' right': -3.1595173, 'right': -7.250896, 'Right': -7.3830743, ' Left': -7.466752}
{' Left': -0.082560636, ' left': -2.665622, ' Right': -4.9873934, 'left': -6.3824162, 'Left': -7.2061524}
{' Right': -0.02212937, ' Left': -4.2465935, ' right': -5.0884743, 'Right': -7.3677826, 'right': -8.31786}
{' Left': -0.021324763, ' left': -3.9297888, 'left': -7.5541744, 'Left': -7.6486397, ' Right': -7.7709255}
{' Right': -0.017388716, ' right': -4.1339827, 'Right': -7.2377024, 'right': -7.8060617, ' Left': -10.202762}
{' Left': -0.045603268, ' left': -3.2862377, ' Right': -5.3478627, 'left': -6.7951965, 'Left': -6.914543}
{' Right': -0.15351552, ' right': -1.99569, ' Left': -5.439421, ' left': -7.1107845, 'Right': -7.34047}
{' Left': -0.27852234, ' left': -1.9277302, ' Right': -2.5992067, ' right': -3.8456705, 'left': -6.764306}
