{'\n': -9.868756, ' ': -9.318076, ' Yes': -0.0024784687, ' yes': -8.480762, 'Yes': -6.177218}
{' No': -0.026529605, '\n': -6.6919994, ' ': -4.5758114, 'No': -5.7657423, ' no': -4.5257263}
{' No': -0.04542399, '\n': -5.289597, ' ': -4.927624, 'No': -3.4944916, ' no': -6.611161}
{' No': -0.09961339, '\n': -3.2902966, ' ': -4.467353, 'No': -3.1518536, ' no': -6.2769694}
{' No': -0.015632914, '\n': -5.9033437, ' ': -5.7870297, 'No': -4.7179646, ' no': -7.3921337}
{' No': -0.22956741, '\n': -2.6282127, ' ': -4.5718427, 'No': -2.1521692, ' no': -5.55578}
{' No': -0.19014359, '\n': -3.5813417, ' ': -4.3632193, 'No': -4.049123, ' no': -2.228592}
{' No': -0.010686152, '\n': -6.01891, ' ': -5.3185797, 'No': -5.811591, ' no': -9.064308}
{' No': -0.04267697, '\n': -4.3164864, ' ': -5.082449, 'No': -3.837917, ' no': -8.881549}
{' No': -0.07456638, '\n': -3.588204, ' ': -4.1907067, 'No': -3.610827, ' Yes': -7.3683257}
{' No': -0.016668638, '\n': -5.769937, ' ': -4.780716, 'No': -5.3692684, ' Yes': -9.24277}
{' No': -0.06021338, '\n': -3.7842066, ' ': -4.760619, 'No': -3.652382, ' no': -7.7248507}
{' No': -0.06922457, '\n': -4.031169, ' ': -4.1440067, 'No': -4.0601616, ' Yes': -4.8712873}
{'\n': -9.257404, ' ': -8.607384, ' Yes': -0.0046224943, ' yes': -8.7198925, 'Yes': -5.4873915}
{' YES': -10.1795, ' ': -7.6211553, ' Yes': -0.016304642, ' yes': -7.5789533, 'Yes': -4.198193}
{'\n': -8.366481, ' ': -7.585651, ' Yes': -0.025747012, ' yes': -7.545068, 'Yes': -3.7324405}
{' YES': -11.422987, ' ': -8.976947, ' Yes': -0.0028376486, ' yes': -8.944596, 'Yes': -5.9746294}
{'\n': -8.292231, ' ': -7.240988, ' Yes': -0.023187872, ' yes': -7.8118405, 'Yes': -3.8476298}
{'\n': -7.9480805, ' ': -7.5490446, ' Yes': -0.021799078, ' yes': -6.7377605, 'Yes': -3.9522038}
{'\n': -7.4140644, ' ': -6.6848316, ' Yes': -0.0047647213, ' yes': -7.3610024, 'Yes': -6.1427646}
{'\n': -7.1441135, ' ': -6.81658, ' Yes': -0.018148404, ' yes': -7.0484176, 'Yes': -4.2009964}
{'\n': -4.37537, ' ': -5.497839, ' Yes': -0.053928666, ' yes': -6.611681, 'Yes': -3.3899078}
{'\n': -8.98901, ' ': -6.9772725, ' Yes': -0.004021284, ' yes': -8.081568, 'Yes': -5.956879}
{'\n': -5.017619, ' ': -5.370459, ' Yes': -0.13224134, ' yes': -5.3768487, 'Yes': -2.2448416}
{'\n': -6.7937474, ' ': -5.940027, ' Yes': -0.025178948, ' yes': -4.9867, 'Yes': -4.307049}
{' ': -6.246786, ' Yes': -0.055812933, ' yes': -3.8360388, 'Yes': -3.5596635, 'yes': -7.069251}
{' ': -7.273348, ' Yes': -0.03887921, ' yes': -6.1329093, 'Yes': -3.359884, 'yes': -8.549978}
{' ': -6.749778, ' Yes': -0.062588915, ' yes': -5.265504, 'Yes': -2.9402916, 'yes': -7.5979886}
{' YES': -9.295429, ' ': -7.6829376, ' Yes': -0.012479754, ' yes': -6.3045845, 'Yes': -4.623852}
{' ': -7.485683, ' Yes': -0.09780856, ' yes': -6.3485174, 'Yes': -2.4070165, 'yes': -7.7738194}
{' ': -8.427644, ' Yes': -0.028576618, ' yes': -5.539965, 'Yes': -3.7441337, 'yes': -8.271255}
{'\n': -5.7787423, ' ': -5.45803, ' Yes': -0.10842695, ' yes': -2.496328, 'Yes': -4.5945015}
{'\n': -5.56328, ' ': -5.4390492, ' Yes': -0.05201697, ' yes': -4.717886, 'Yes': -3.4321454}
{'\n': -4.1366706, ' ': -5.210873, ' Yes': -0.09379159, ' yes': -4.2299457, 'Yes': -2.9686997}
{'\n': -7.4180503, ' ': -6.6485057, ' Yes': -0.016199112, ' yes': -5.540611, 'Yes': -4.613659}
{'\n': -3.3116975, ' ': -5.127753, ' Yes': -0.18910189, ' yes': -3.852577, 'Yes': -2.2733858}
{'\n': -4.7401214, ' ': -5.6230745, ' Yes': -0.17102203, ' yes': -2.097635, 'Yes': -4.0357976}
{'\n': -5.6021824, ' ': -5.8824005, ' Yes': -0.01419695, ' yes': -6.288679, 'Yes': -5.229901}
{'\n': -5.3933196, ' ': -5.942344, ' Yes': -0.028282324, ' yes': -6.5418563, 'Yes': -3.9753437}
{'\n': -4.284463, ' ': -5.2355623, ' Yes': -0.05271051, ' yes': -6.086007, 'Yes': -3.5455844}
{'\n': -5.9304857, ' ': -5.4286246, ' Yes': -0.01329401, ' yes': -7.527238, 'Yes': -5.210537}
{'\n': -3.6082573, ' ': -5.196081, ' Yes': -0.08276205, ' yes': -5.8701763, 'Yes': -3.1543431}
{'\n': -4.816786, ' ': -5.113175, ' Yes': -0.045595653, ' yes': -4.3089027, 'Yes': -4.1722627}
{'\n': -10.419076, ' ': -9.657474, ' Yes': -0.004338518, ' yes': -9.141934, 'Yes': -5.4953165}
{' No': -3.2924373, 'No': -6.6806436, ' Yes': -0.057200298, ' yes': -7.4168177, 'Yes': -4.1699114}
{' No': -7.9387126, ' ': -7.999078, ' Yes': -0.023317022, ' yes': -7.1871805, 'Yes': -3.8543737}
{' ': -10.584838, ' Yes': -0.0017028182, ' yes': -9.257489, 'Yes': -6.4763618, ' True': -10.911439}
{' No': -7.78262, ' ': -7.3638473, ' Yes': -0.027410207, ' yes': -7.867688, 'Yes': -3.6785576}
{' No': -7.8625817, ' ': -7.929359, ' Yes': -0.028600719, ' yes': -6.1334453, 'Yes': -3.706104}
{'\n': -8.692731, ' ': -7.1359243, ' Yes': -0.0029083653, ' yes': -7.5028753, 'Yes': -6.677007}
{' No': -2.126859, ' ': -5.6146803, 'No': -5.858763, ' Yes': -0.15245944, 'Yes': -4.389579}
{' No': -5.1401787, '\n': -4.4520454, ' ': -5.122322, ' Yes': -0.05641359, 'Yes': -3.5652924}
{'\n': -10.747996, ' ': -7.830238, ' Yes': -0.0024292336, ' yes': -8.066998, 'Yes': -6.4026227}
{' No': -4.4717746, '\n': -4.570544, ' ': -5.1220803, ' Yes': -0.15254767, 'Yes': -2.2495763}
{' ': -6.5148807, ' Yes': -0.0302334, ' yes': -4.592108, 'Yes': -4.1368403, ' True': -7.4447384}
{' No': -6.4048324, ' Yes': -0.064193204, ' yes': -3.7641668, 'Yes': -3.4139721, ' True': -6.4043045}
{' No': -0.94951224, 'No': -3.9601398, ' Yes': -0.5596903, ' yes': -5.972835, 'Yes': -4.118732}
{' No': -3.9151647, 'No': -6.416616, ' Yes': -0.08735848, ' yes': -3.9389648, 'Yes': -3.263542}
{' No': -2.399942, 'No': -6.7630363, ' Yes': -0.10912676, ' yes': -6.216205, 'Yes': -4.81097}
{' No': -6.620431, ' Yes': -0.11976269, ' yes': -5.8369446, 'Yes': -2.2415888, 'yes': -7.1569777}
{' No': -1.6007277, 'No': -4.799859, ' Yes': -0.2656792, ' yes': -5.285001, 'Yes': -4.124966}
{' ': -5.877756, ' Yes': -0.09866176, ' yes': -2.5012438, 'Yes': -5.127638, 'yes': -7.0730467}
{' No': -1.3774712, '\n': -3.7714455, ' ': -3.9426224, ' Yes': -0.41458058, 'Yes': -3.9398696}
{' No': -4.6081295, '\n': -3.71949, ' Yes': -0.12293645, ' yes': -3.8478851, 'Yes': -3.0408897}
{'\n': -7.470258, ' ': -7.0450606, ' Yes': -0.021059018, ' yes': -4.870449, 'Yes': -4.4916306}
{' No': -2.310508, '\n': -2.5154066, ' Yes': -0.41917714, ' yes': -3.94207, 'Yes': -2.257026}
{'\n': -5.14345, ' Yes': -0.32573694, ' yes': -1.4216042, 'Yes': -4.2347846, 'yes': -5.3532376}
{'\n': -6.968186, ' ': -6.898968, ' Yes': -0.008179132, ' yes': -6.5064774, 'Yes': -5.4505043}
{' No': -4.265306, '\n': -5.646776, ' ': -5.904009, ' Yes': -0.039733678, 'Yes': -4.1285796}
{' No': -5.458092, '\n': -4.6186147, ' ': -5.404843, ' Yes': -0.044133037, 'Yes': -3.8448606}
{' No': -7.101451, ' ': -6.1008487, ' Yes': -0.009904234, ' yes': -6.9464498, 'Yes': -5.32985}
{' No': -0.4471343, '\n': -2.9375193, ' ': -4.320841, 'No': -3.625933, ' Yes': -1.3638424}
{' No': -4.92599, ' ': -5.044404, ' Yes': -0.06417954, ' yes': -3.8055923, 'Yes': -4.099784}
{' No': -0.00985078, '\n': -7.9933367, ' ': -7.356181, 'No': -4.7363997, ' no': -10.802802}
{' No': -0.045449875, '\n': -8.374263, ' ': -6.291568, 'No': -3.1694005, ' no': -9.301304}
{' No': -0.058619265, '\xa0': -8.980586, '\n': -7.0787344, ' ': -6.4817123, 'No': -2.917931}
{' No': -0.014782522, '\n': -10.57387, ' ': -7.599516, 'No': -4.264807, ' no': -10.550356}
{' No': -0.058463037, '\n': -6.948836, ' ': -6.1737475, 'No': -2.9330492, ' no': -9.3377905}
{' No': -0.08510575, '\n': -7.3684626, ' ': -7.1085634, 'No': -2.5359533, ' no': -7.6469593}
{' No': -0.0050084423, '\n': -7.0513315, ' ': -6.1574264, 'No': -6.296109, ' no': -9.529299}
{' No': -0.029690782, '\n': -6.1772695, ' ': -5.784478, 'No': -3.7433805, ' no': -8.5269165}
{' No': -0.067906186, '\n': -3.943482, ' ': -4.739136, 'No': -3.3215833, ' no': -7.851859}
{' No': -0.004863905, '\n': -8.617744, ' ': -6.3971963, 'No': -5.849505, ' no': -9.6157675}
{' No': -0.13565367, '\n': -4.388974, ' ': -4.5883493, 'No': -2.2889051, ' no': -6.827974}
{' No': -0.03636331, '\n': -6.4649887, ' ': -5.6102757, 'No': -3.6081252, ' no': -5.9341254}
{' No': -0.06066567, '\n': -7.3349304, ' ': -5.9417973, 'No': -3.0148566, ' no': -5.2146554}
{' No': -0.08311194, ' ': -6.2139773, 'No': -2.5771017, 'no': -8.570923, ' no': -6.9910073}
{' No': -0.1448874, '\n': -7.114263, ' ': -5.918363, 'No': -2.04886, ' no': -6.7568364}
{' False': -9.8628235, ' No': -0.016174154, ' ': -7.0600276, 'No': -4.2383533, ' no': -7.7275453}
{' No': -0.3711751, '\n': -6.7648587, ' ': -6.242957, 'No': -1.1847394, 'no': -7.916004}
{' No': -0.10991328, ' ': -7.154277, 'No': -2.285809, 'no': -7.8566747, ' no': -6.9250836}
{' No': -0.0604382, '\n': -6.159519, ' ': -4.920162, 'No': -4.772732, ' no': -3.245283}
{' No': -0.071962416, '\n': -5.1355376, ' ': -4.990469, 'No': -2.9662724, ' no': -5.462208}
{' No': -0.13521558, '\n': -3.367668, ' ': -4.663923, 'No': -2.6322649, ' no': -4.7670836}
{' No': -0.026944062, '\n': -6.133811, ' ': -5.6935563, 'No': -3.9828649, ' no': -6.181504}
{' No': -0.23285498, '\n': -2.9556694, ' ': -4.566901, 'No': -2.0193615, ' no': -4.683815}
{' No': -0.17018582, '\n': -4.613576, ' ': -5.0262933, 'No': -3.792361, ' no': -2.1810062}
{' No': -0.016253632, '\n': -5.341895, ' ': -5.3200808, 'No': -5.145419, ' no': -7.874896}
{' No': -0.04650739, '\n': -4.59133, ' ': -5.2535133, 'No': -3.5394826, ' no': -7.58594}
{' No': -0.07311861, '\n': -3.7004683, ' ': -4.5566998, 'No': -3.3899732, ' no': -7.6455216}
{' No': -0.019964205, '\n': -5.564956, ' ': -5.195949, 'No': -4.6146865, ' no': -8.32152}
{' No': -0.09375761, '\n': -3.1354482, ' ': -4.6302466, 'No': -3.3772562, ' no': -6.95493}
{' No': -0.053127863, '\n': -4.573767, ' ': -4.7930474, 'No': -3.665934, ' no': -5.145581}
{' No': -0.012285735, '\n': -7.7181935, ' ': -7.2025356, 'No': -4.594004, ' Yes': -7.5620136}
{' No': -0.050883405, '\n': -8.992781, ' ': -6.752248, 'No': -3.0609236, ' Yes': -6.805896}
{' No': -0.059842043, '\n': -7.110437, ' ': -6.539252, 'No': -2.9569366, ' Yes': -5.733719}
{' No': -0.009181219, ' ': -8.244052, 'No': -4.8082266, ' Yes': -7.7886977, ' 8': -8.282374}
{' No': -0.06791161, '\n': -6.810769, ' ': -5.952308, 'No': -2.8164601, ' Yes': -6.869906}
{' No': -0.06972044, '\n': -7.482365, ' ': -6.9825344, 'No': -2.748998, ' Yes': -6.807062}
{' No': -0.005228434, '\n': -7.4763756, ' ': -5.8617725, 'No': -6.49975, ' 8': -8.776045}
{' No': -0.027408, '\n': -5.709159, ' ': -5.6729, 'No': -3.9187424, ' 8': -9.206998}
{' No': -0.073680505, '\n': -3.6262927, ' ': -4.348134, 'No': -3.5078216, '  ': -8.236326}
{' No': -0.0036246506, '\n': -8.915312, ' ': -6.620859, 'No': -6.1763024, ' no': -10.62296}
{' No': -0.16244276, '\n': -3.9903722, ' ': -4.4028525, 'No': -2.1468842, ' no': -7.693756}
{' No': -0.02983453, '\n': -6.2986608, ' ': -5.331431, 'No': -3.9908004, ' 8': -6.369261}
{' No': -0.07014681, ' ': -5.8183336, 'No': -2.9420662, ' Yes': -5.1533413, ' no': -5.6099253}
{' No': -0.0799935, ' ': -6.6424985, 'No': -2.5993092, ' Yes': -8.195115, ' no': -7.89715}
{' No': -0.44939384, ' ': -5.501491, 'No': -2.8416708, ' Yes': -1.2841278, 'Yes': -4.204882}
{' No': -0.01640952, ' ': -7.0998545, 'No': -4.233986, ' Yes': -7.884814, ' no': -8.009483}
{' No': -0.3414331, '\n': -7.078311, ' ': -6.411727, 'No': -1.2517344, ' no': -8.554273}
{' No': -0.11852127, ' ': -7.5336537, 'No': -2.2031693, 'no': -8.550988, ' no': -7.909637}
{' No': -0.021713374, '\n': -6.6761894, ' ': -4.81151, 'No': -5.6005077, ' no': -4.8662295}
{' No': -0.048334878, '\n': -5.19369, ' ': -5.215636, 'No': -3.3701637, ' no': -6.636357}
{' No': -0.10130923, '\n': -3.3898318, ' ': -4.6540704, 'No': -3.0283568, ' no': -5.754074}
{' No': -0.018788166, '\n': -6.011876, ' ': -5.638388, 'No': -4.4709783, ' no': -7.0971103}
{' No': -0.25503087, '\n': -2.6056204, ' ': -4.6133823, 'No': -2.001714, ' no': -5.6121373}
{' No': -0.17213702, '\n': -3.814571, ' ': -4.457049, 'No': -4.1413035, ' no': -2.3272614}
{' No': -0.011099098, '\n': -6.0156174, ' ': -5.319124, 'No': -5.7631946, ' Yes': -8.6037}
{' No': -0.04900904, '\n': -4.1674685, ' ': -5.1084266, 'No': -3.6948237, ' 8': -7.087542}
{' No': -0.07662252, '\n': -3.6280541, ' ': -4.3954873, 'No': -3.4504476, ' 8': -6.345516}
{' No': -0.020055782, '\n': -5.828618, ' ': -4.7449913, 'No': -4.914472, ' 8': -7.5320024}
{' No': -0.062057875, '\n': -3.9216104, ' ': -4.8253365, 'No': -3.4708655, ' no': -8.00437}
{' No': -0.10046662, '\n': -3.9001024, ' ': -4.0104055, ' Yes': -4.040304, ' 8': -4.0792165}
{'\n': -8.817317, ' ': -8.147857, ' Yes': -0.007125052, ' yes': -8.381675, 'Yes': -5.0535975}
{' YES': -10.036098, ' ': -7.293824, ' Yes': -0.019805754, ' yes': -7.476102, 'Yes': -4.007576}
{'\n': -7.732897, ' ': -7.2400913, ' Yes': -0.039222695, ' yes': -7.249363, 'Yes': -3.3168907}
{' YES': -11.064258, ' ': -8.547423, ' Yes': -0.003718695, ' yes': -8.646907, 'Yes': -5.7164145}
{'\n': -8.039147, ' ': -7.044687, ' Yes': -0.032958154, ' yes': -7.7273006, 'Yes': -3.4897223}
{'\n': -8.242095, ' ': -7.4983497, ' Yes': -0.02381132, ' yes': -6.8313365, 'Yes': -3.8462236}
{'\n': -7.215221, ' ': -6.452851, ' Yes': -0.006226316, ' yes': -7.1341696, 'Yes': -5.826763}
{'\n': -6.8627625, ' ': -6.5602627, ' Yes': -0.023277061, ' yes': -6.940748, 'Yes': -3.9474638}
{'\n': -4.3471074, ' ': -5.336342, ' Yes': -0.0627256, ' yes': -6.45897, 'Yes': -3.2060418}
{'\n': -8.983328, ' ': -7.000092, ' Yes': -0.004357015, ' yes': -7.750658, 'Yes': -5.873497}
{'\n': -5.041969, ' ': -5.274274, ' Yes': -0.16275625, ' yes': -5.414283, 'Yes': -2.0237598}
{'\n': -6.8378887, ' ': -5.967453, ' Yes': -0.026342817, ' yes': -4.9633427, 'Yes': -4.241583}
{' ': -6.482756, ' Yes': -0.055771776, ' yes': -3.829478, 'Yes': -3.5280385, 'yes': -7.2605968}
{' ': -7.0665803, ' Yes': -0.04117886, ' yes': -5.9154973, 'Yes': -3.3187206, 'yes': -8.472034}
{' ': -6.5793858, ' Yes': -0.06792041, ' yes': -5.2437205, 'Yes': -2.856378, 'yes': -7.5498133}
{' YES': -9.185823, ' ': -7.2789016, ' Yes': -0.016134113, ' yes': -6.0906405, 'Yes': -4.368814}
{' ': -7.360592, ' Yes': -0.120449185, ' yes': -6.3467956, 'Yes': -2.2039073, 'yes': -7.844977}
{' ': -8.270789, ' Yes': -0.038230367, ' yes': -5.3195434, 'Yes': -3.445455, 'yes': -7.97964}
{'\n': -5.9302425, ' ': -5.4162602, ' Yes': -0.11290433, ' yes': -2.453425, 'Yes': -4.5261316}
{'\n': -5.449679, ' ': -5.2387757, ' Yes': -0.068134844, ' yes': -4.5351644, 'Yes': -3.1207583}
{'\n': -3.9080963, ' ': -4.909693, ' Yes': -0.12152714, ' yes': -4.0251427, 'Yes': -2.7161105}
{'\n': -6.955491, ' ': -6.321132, ' Yes': -0.023246435, ' yes': -4.9907374, 'Yes': -4.346458}
{'\n': -3.1412952, ' ': -5.019684, ' Yes': -0.23646925, ' yes': -4.0860553, 'Yes': -1.9794081}
{'\n': -4.7523575, ' ': -5.406868, ' Yes': -0.2302477, ' yes': -1.7658883, 'Yes': -4.119911}
{'\n': -5.469605, ' ': -5.6764455, ' Yes': -0.017153544, ' yes': -6.0048127, 'Yes': -5.0456686}
{'\n': -5.228763, ' ': -5.683941, ' Yes': -0.038156427, ' yes': -6.4410605, 'Yes': -3.6337738}
{'\n': -4.3227143, ' ': -5.0382066, ' Yes': -0.062082987, ' yes': -5.9530854, 'Yes': -3.3105721}
{'\n': -5.9640512, ' ': -5.406602, ' Yes': -0.015826628, ' yes': -6.9729724, 'Yes': -4.899324}
{'\n': -4.1718993, ' ': -5.2151675, ' Yes': -0.081235655, ' yes': -5.685497, 'Yes': -2.9501932}
{'\n': -4.8012314, ' ': -5.0790668, ' Yes': -0.049121853, ' yes': -4.325786, 'Yes': -4.0180507}
{'\n': -10.128629, ' ': -9.343958, ' Yes': -0.003962399, ' yes': -9.022441, 'Yes': -5.6047654}
{' ': -8.549153, ' Yes': -0.01741413, ' yes': -7.755817, 'Yes': -4.1559505, ' True': -7.179521}
{' ': -8.379613, ' Yes': -0.019030893, ' yes': -7.9174147, 'Yes': -4.0209537, ' True': -8.7330885}
{' ': -10.900861, ' Yes': -0.0013248285, ' yes': -9.801635, 'Yes': -6.748763, ' True': -9.633231}
{'\n': -8.74646, ' ': -7.386384, ' Yes': -0.02721352, ' yes': -8.069617, 'Yes': -3.668737}
{' ': -7.9541287, ' Yes': -0.023821212, ' yes': -6.371706, 'Yes': -3.8757384, ' True': -8.015691}
{'\n': -8.720523, ' ': -7.426194, ' Yes': -0.0026336594, ' yes': -7.792167, 'Yes': -6.639335}
{' No': -4.6201444, ' ': -6.6418266, ' Yes': -0.026161633, ' yes': -7.1530604, 'Yes': -4.4088936}
{'\n': -4.859086, ' ': -5.35933, ' Yes': -0.048136655, ' yes': -6.261507, 'Yes': -3.4795218}
{' YES': -10.424883, ' ': -8.045443, ' Yes': -0.0022605753, ' yes': -8.227512, 'Yes': -6.444002}
{' No': -4.1442385, '\n': -4.8107677, ' ': -5.197573, ' Yes': -0.1380019, 'Yes': -2.3851676}
{'\n': -7.7217426, ' ': -6.671133, ' Yes': -0.028023124, ' yes': -4.7823734, 'Yes': -4.125038}
{' ': -7.2732754, ' Yes': -0.0571582, ' yes': -3.9502397, 'Yes': -3.5045097, ' True': -5.49268}
{' No': -7.6207895, ' Yes': -0.032740723, ' yes': -5.9747415, 'Yes': -3.657544, ' True': -5.9605227}
{' ': -7.070944, ' Yes': -0.06697263, ' yes': -4.2192326, 'Yes': -3.0759983, 'yes': -7.0198846}
{' ': -8.262635, ' Yes': -0.010939815, ' yes': -6.5026765, 'Yes': -4.8240213, ' True': -7.307046}
{' ': -7.307367, ' Yes': -0.10112521, ' yes': -6.1599336, 'Yes': -2.386787, 'yes': -7.711299}
{' No': -5.97086, ' ': -8.03912, ' Yes': -0.030140825, ' yes': -5.24356, 'Yes': -3.8652427}
{' ': -6.09468, ' Yes': -0.08259184, ' yes': -2.685972, 'Yes': -5.221472, ' True': -6.661442}
{'\n': -5.4152904, ' ': -5.307544, ' Yes': -0.0539968, ' yes': -4.5347533, 'Yes': -3.6206987}
{'\n': -3.5883186, ' ': -4.6655316, ' Yes': -0.11454268, ' yes': -4.1301923, 'Yes': -3.0802748}
{'\n': -7.620912, ' ': -7.322056, ' Yes': -0.017640993, ' yes': -5.1697845, 'Yes': -4.5845027}
{' No': -3.664824, '\n': -3.0729566, ' Yes': -0.26060572, ' yes': -4.452977, 'Yes': -2.1106234}
{'\n': -5.030603, ' Yes': -0.3221165, ' yes': -1.4414955, 'Yes': -4.137997, 'yes': -5.1396704}
{'\n': -6.9558716, ' ': -7.027155, ' Yes': -0.007557427, ' yes': -6.697693, 'Yes': -5.5208306}
{'\n': -6.4684873, ' ': -6.6375656, ' Yes': -0.02288858, ' yes': -6.7707105, 'Yes': -4.034933}
{'\n': -4.911364, ' ': -5.5737886, ' Yes': -0.039700314, ' yes': -6.3905263, 'Yes': -3.6838307}
{'\n': -7.317453, ' ': -6.255094, ' Yes': -0.009010215, ' yes': -7.1471286, 'Yes': -5.2402287}
{' No': -3.42585, '\n': -3.407295, ' ': -4.8941073, ' Yes': -0.12542906, 'Yes': -3.217516}
{'\n': -5.4623504, ' ': -5.60967, ' Yes': -0.053478666, ' yes': -3.9257414, 'Yes': -3.9223766}
{' No': -0.010906554, '\n': -7.9091096, ' ': -7.450505, 'No': -4.6204205, ' no': -11.212241}
{' No': -0.045236442, '\n': -8.490215, ' ': -6.387571, 'No': -3.1677568, ' no': -9.881329}
{' No': -0.06775315, '\xa0': -8.964098, '\n': -6.9989963, ' ': -6.352528, 'No': -2.7752135}
{' No': -0.015654106, '\n': -10.081452, ' ': -7.752739, 'No': -4.201321, ' no': -10.891229}
{' No': -0.062904336, '\xa0': -9.321192, '\n': -6.7527905, ' ': -6.052456, 'No': -2.8660908}
{' No': -0.08125803, '\n': -7.2683916, ' ': -6.834676, 'No': -2.5852575, ' no': -7.8630657}
{' No': -0.0050322246, '\n': -6.9448795, ' ': -6.3435597, 'No': -6.146221, ' no': -9.733381}
{' No': -0.029833114, '\n': -6.0446258, ' ': -5.746147, 'No': -3.755186, ' no': -8.73294}
{' No': -0.074311405, '\xa0': -7.823197, '\n': -3.7613022, ' ': -4.655902, 'No': -3.2841175}
{' No': -0.00633554, '\n': -8.424005, ' ': -6.479003, 'No': -5.4104204, ' no': -10.248445}
{' No': -0.16632341, '\n': -4.1238666, ' ': -4.5428276, 'No': -2.09014, ' no': -6.9923983}
{' No': -0.03868155, '\n': -6.3617773, ' ': -5.546323, 'No': -3.5141165, ' no': -6.2594547}
{' No': -0.07070633, '\n': -7.2504754, ' ': -6.165105, 'No': -2.8180456, ' no': -5.405415}
{' No': -0.089563355, ' ': -6.4037437, 'No': -2.4930475, ' no': -7.335001, ' NO': -8.804956}
{' No': -0.15852837, '\n': -7.075559, ' ': -6.0117126, 'No': -1.9574976, ' no': -6.9554405}
{' No': -0.01975736, ' ': -7.0620074, 'No': -4.022481, ' no': -7.684524, ' NO': -9.735319}
{' No': -0.37917063, '\n': -6.3789716, ' ': -6.1198545, 'No': -1.1698582, ' no': -7.84517}
{' No': -0.08831296, ' ': -7.3125687, 'No': -2.498801, 'no': -7.946162, ' no': -6.8082776}
{' No': -0.052724335, '\n': -6.2795105, ' ': -5.158297, 'No': -4.6329064, ' no': -3.428907}
{' No': -0.074515134, '\n': -4.8729424, ' ': -4.945742, 'No': -2.9583595, ' no': -5.4931455}
{' No': -0.13906285, '\n': -3.3239095, ' ': -4.717161, 'No': -2.540077, ' no': -5.4393477}
{' No': -0.02842624, '\n': -5.8887024, ' ': -5.751712, 'No': -3.9050705, ' no': -6.419444}
{' No': -0.25946924, '\n': -2.8465233, ' ': -4.5082073, 'No': -1.9130872, ' no': -4.8083725}
{' No': -0.14939123, '\n': -4.4222317, ' ': -4.9589453, 'No': -3.657673, ' no': -2.4085426}
{' No': -0.012811389, '\n': -5.60238, ' ': -5.803052, 'No': -5.1734176, ' no': -8.556599}
{' No': -0.04880536, '\n': -4.522377, ' ': -5.287174, 'No': -3.4788249, ' no': -7.9674196}
{' No': -0.089705214, '\n': -3.4088216, ' ': -4.482201, 'No': -3.2248733, ' no': -7.836563}
{' No': -0.02407438, '\n': -5.0582805, ' ': -5.080475, 'No': -4.5366225, ' no': -8.497853}
{' No': -0.10614139, '\n': -3.0603688, ' ': -4.567722, 'No': -3.1858625, ' no': -7.038755}
{' No': -0.060594607, '\n': -4.4023457, ' ': -4.726343, 'No': -3.5312576, ' no': -5.0784864}
{' No': -0.011588611, '\n': -8.03044, ' ': -7.4468684, 'No': -4.5745115, ' Yes': -8.3105955}
{' No': -0.036294457, '\n': -9.307762, ' ': -6.90883, 'No': -3.3899794, ' Yes': -7.3094745}
{' No': -0.05543372, '\n': -7.2862573, ' ': -6.554094, 'No': -3.029986, ' Yes': -5.7960033}
{' No': -0.00920937, ' ': -8.4656315, 'No': -4.7548757, ' Yes': -8.252796, ' 9': -10.232962}
{' No': -0.05613315, '\n': -6.9674315, ' ': -5.9835916, 'No': -3.0017412, ' Yes': -7.050397}
{' No': -0.046770178, '\n': -7.9440417, ' ': -7.072061, 'No': -3.1413457, ' Yes': -7.139875}
{' No': -0.005593518, '\n': -7.029185, ' ': -5.846617, 'No': -6.4052377, ' Yes': -9.907849}
{' No': -0.025786828, '\n': -5.8306932, ' ': -5.730988, 'No': -3.9678264, ' no': -9.324545}
{' No': -0.08545867, '\n': -3.5841956, ' ': -4.2921906, 'No': -3.2531104, ' Yes': -7.8267317}
{' No': -0.0035494564, '\n': -8.861329, ' ': -6.7658153, 'No': -6.1224303, ' no': -10.823945}
{' No': -0.16430908, '\n': -3.8524394, ' ': -4.3647523, 'No': -2.1617723, ' no': -7.3935404}
{' No': -0.03144012, '\n': -6.1282983, ' ': -5.399111, 'No': -3.822921, ' no': -6.7488565}
{' No': -0.062417794, ' ': -6.170461, 'No': -2.972034, ' Yes': -6.075744, ' no': -5.7174425}
{' No': -0.0669261, ' ': -6.7757826, 'No': -2.7689695, ' Yes': -8.6570835, ' no': -8.228945}
{' No': -1.2705163, 'No': -3.6688795, ' Yes': -0.43942535, ' yes': -4.97204, 'Yes': -3.3827024}
{' No': -0.017187864, ' ': -6.98651, 'No': -4.267298, ' Yes': -6.482455, ' no': -8.080507}
{' No': -0.28205687, '\n': -7.020659, ' ': -6.343599, 'No': -1.420639, ' no': -7.726629}
{' No': -0.10461878, ' ': -7.4055614, 'No': -2.3233247, 'no': -8.680709, ' no': -7.8075285}
{' No': -0.020681676, '\n': -6.7269936, ' ': -4.987404, 'No': -5.5117607, ' no': -4.86561}
{' No': -0.050100874, '\n': -5.3405137, ' ': -5.2410836, 'No': -3.2912087, ' no': -6.742111}
{' No': -0.10551782, '\n': -3.4284165, ' ': -4.5813227, 'No': -2.93378, ' no': -5.920463}
